           1           1 ( 0.49999999995416017     ,  0.0000000000000000     )
           1           2 ( 2.39031239859587930E-006,-3.55148219963836650E-006)
           1           3 ( 1.14331992735014270E-004,-9.04051042124034629E-005)
           1           4 ( 0.11616063737510596     , 0.40885383748320309     )
           1           5 ( 0.11610662019409351     ,-8.46637036109588736E-002)
           1           6 ( 2.09884766486038467E-003, 5.89253759000578012E-003)
           1           7 ( 6.26537666574165583E-006, 1.48447940587562166E-007)
           1           8 (-1.61492146761154504E-005,-2.36847090647682168E-005)
           1           9 ( 7.05513667707790334E-003, 3.69243298301956055E-004)
           1          10 ( 5.56400087507460533E-002, 0.19676614235234316     )
           1          11 ( 4.05163019467962016E-004, 4.72607422640465916E-004)
           1          12 (-2.78266195228494065E-004, 8.60587403366842862E-005)
           1          13 ( 7.76261116892289563E-005, 5.16474693710786137E-005)
           1          14 ( 1.59798129278697180E-005, 4.22816750392934759E-007)
           1          15 ( 5.00338691974165709E-002,-6.54525101576572954E-002)
           1          16 ( 4.34845966533583855E-004, 2.58465916858810051E-003)
           2           1 ( 2.39031239859587930E-006, 3.55148219963836650E-006)
           2           2 ( 0.50000000002156397     ,  0.0000000000000000     )
           2           3 ( 0.11616063735781192     ,-0.40885383747738496     )
           2           4 (-1.14331992735397969E-004,-9.04051042061629036E-005)
           2           5 ( 2.09884766460516695E-003,-5.89253758993198845E-003)
           2           6 (-0.11610662019425268     ,-8.46637036049439073E-002)
           2           7 (-1.61492146745109396E-005, 2.36847090644764580E-005)
           2           8 (-6.26537666633731651E-006, 1.48447941673282222E-007)
           2           9 ( 5.56400087424307951E-002,-0.19676614234954148     )
           2          10 (-7.05513667689330361E-003, 3.69243298542782945E-004)
           2          11 (-2.78266195220856511E-004,-8.60587403320256863E-005)
           2          12 (-4.05163019441783304E-004, 4.72607422644202510E-004)
           2          13 ( 1.59798129272773100E-005,-4.22816751111435539E-007)
           2          14 (-7.76261116858267299E-005, 5.16474693713561694E-005)
           2          15 ( 4.34845966431972536E-004,-2.58465916854057039E-003)
           2          16 (-5.00338691985071846E-002,-6.54525101543038668E-002)
           3           1 ( 1.14331992735014270E-004, 9.04051042124034629E-005)
           3           2 ( 0.11616063735781192     , 0.40885383747738496     )
           3           3 ( 0.50000000005674172     ,  0.0000000000000000     )
           3           4 ( 4.46242226633306429E-006, 2.01828931336987165E-006)
           3           5 (-1.35799163887085142E-006, 1.88126703951088875E-005)
           3           6 (-3.48415600552704711E-005,-1.28517098124240371E-005)
           3           7 ( 6.92260762409161595E-003, 4.03223529022776056E-003)
           3           8 (-9.50200452483994928E-002,-8.10824640725411709E-003)
           3           9 ( 1.10929176780098435E-005, 1.38478976042469596E-004)
           3          10 ( 4.24889201556230165E-004, 1.88905601973063473E-004)
           3          11 (-0.15120754764627697     , 3.60535996232610122E-004)
           3          12 ( 2.06213401145840473E-003,-8.78390527856520720E-003)
           3          13 (-3.74035420907381554E-003, 1.79581998473291645E-003)
           3          14 ( 0.12538444781348199     ,-0.14663735389982296     )
           3          15 ( 1.02936097264938811E-006, 3.83513485111323330E-006)
           3          16 (-4.32889429149428445E-005,-3.22945389980603629E-005)
           4           1 ( 0.11616063737510596     ,-0.40885383748320309     )
           4           2 (-1.14331992735397969E-004, 9.04051042061629036E-005)
           4           3 ( 4.46242226633306429E-006,-2.01828931336987165E-006)
           4           4 ( 0.49999999994325933     ,  0.0000000000000000     )
           4           5 (-3.48415600553509189E-005, 1.28517098139119962E-005)
           4           6 ( 1.35799163868133288E-006, 1.88126703948229834E-005)
           4           7 (-9.50200452484051966E-002, 8.10824640725094775E-003)
           4           8 (-6.92260762409145809E-003, 4.03223529022739800E-003)
           4           9 ( 4.24889201556918200E-004,-1.88905601973737847E-004)
           4          10 (-1.10929176725532708E-005, 1.38478976043456600E-004)
           4          11 ( 2.06213401145852442E-003, 8.78390527856459137E-003)
           4          12 ( 0.15120754764628749     , 3.60535996230670376E-004)
           4          13 ( 0.12538444781349897     , 0.14663735389982505     )
           4          14 ( 3.74035420907372837E-003, 1.79581998473255303E-003)
           4          15 (-4.32889429138700807E-005, 3.22945389988060771E-005)
           4          16 (-1.02936097274870103E-006, 3.83513485089368236E-006)
           5           1 ( 0.11610662019409351     , 8.46637036109588736E-002)
           5           2 ( 2.09884766460516695E-003, 5.89253758993198845E-003)
           5           3 (-1.35799163887085142E-006,-1.88126703951088875E-005)
           5           4 (-3.48415600553509189E-005,-1.28517098139119962E-005)
           5           5 ( 0.49999997630589971     ,  0.0000000000000000     )
           5           6 (-4.16561642192815607E-005,-1.20565473183814609E-005)
           5           7 (-7.43521026355124515E-002, 0.21662954305133394     )
           5           8 ( 0.17728695905395586     , 2.15702484019724416E-002)
           5           9 (-5.49656786394125962E-005,-5.54655813750942750E-004)
           5          10 (-5.86002461449540435E-004,-2.02602552299341321E-004)
           5          11 ( 0.23807737271088455     ,-1.64528780322811125E-002)
           5          12 ( 3.19496779738204228E-002,-7.84097462129522138E-002)
           5          13 ( 0.11162112334339809     ,-4.02385282967895053E-002)
           5          14 ( 0.15378126152733693     ,-0.20763294608478719     )
           5          15 (-2.59105618006100213E-005,-8.83434699414653579E-005)
           5          16 (-6.64972426011305878E-005,-4.29917354567745102E-005)
           6           1 ( 2.09884766486038467E-003,-5.89253759000578012E-003)
           6           2 (-0.11610662019425268     , 8.46637036049439073E-002)
           6           3 (-3.48415600552704711E-005, 1.28517098124240371E-005)
           6           4 ( 1.35799163868133288E-006,-1.88126703948229834E-005)
           6           5 (-4.16561642192815607E-005, 1.20565473183814609E-005)
           6           6 ( 0.50000002369461738     ,  0.0000000000000000     )
           6           7 ( 0.17728695905403660     ,-2.15702484021419102E-002)
           6           8 ( 7.43521026357393533E-002, 0.21662954305136867     )
           6           9 (-5.86002461453676016E-004, 2.02602552297800886E-004)
           6          10 ( 5.49656786292818111E-005,-5.54655813754367094E-004)
           6          11 ( 3.19496779739083664E-002, 7.84097462129577372E-002)
           6          12 (-0.23807737271103774     ,-1.64528780320678039E-002)
           6          13 ( 0.15378126152762894     , 0.20763294608475441     )
           6          14 (-0.11162112334348873     ,-4.02385282966978564E-002)
           6          15 (-6.64972425991200433E-005, 4.29917354567779797E-005)
           6          16 ( 2.59105617995761262E-005,-8.83434699417810776E-005)
           7           1 ( 6.26537666574165583E-006,-1.48447940587562166E-007)
           7           2 (-1.61492146745109396E-005,-2.36847090644764580E-005)
           7           3 ( 6.92260762409161595E-003,-4.03223529022776056E-003)
           7           4 (-9.50200452484051966E-002,-8.10824640725094775E-003)
           7           5 (-7.43521026355124515E-002,-0.21662954305133394     )
           7           6 ( 0.17728695905403660     , 2.15702484021419102E-002)
           7           7 ( 0.49999404865562702     ,  0.0000000000000000     )
           7           8 ( 3.46863675337923810E-005,-8.92694157309317782E-006)
           7           9 (-5.86020613023599049E-002,-0.13842438958333406     )
           7          10 ( 0.15530220862504476     , 2.95786330012229592E-002)
           7          11 ( 2.87152109299974173E-004,-5.07567977952178007E-005)
           7          12 (-3.25512673996358748E-005, 6.76304492220284464E-004)
