damping, xx, xy, xz, yx, yy, yz, zx, zy, zz
1.000000e-05, 2.091507e+06, -3.473872e+06, 5.133157e+05, -3.473872e+06, 6.097541e+06, 2.745987e+05, 5.133157e+05, 2.745987e+05, 5.171377e+06
5.000000e-05, 4.178382e+05, -6.940922e+05, 1.025074e+05, -6.940922e+05, 1.218550e+06, 5.534963e+04, 1.025074e+05, 5.534963e+04, 1.035531e+06
1.000000e-04, 2.090506e+05, -3.473809e+05, 5.054834e+04, -3.473809e+05, 6.101050e+05, 2.903734e+04, 5.054834e+04, 2.903734e+04, 5.178075e+05
2.000000e-04, 1.040286e+05, -1.729339e+05, 2.505815e+04, -1.729339e+05, 3.038243e+05, 1.456239e+04, 2.505815e+04, 1.456239e+04, 2.575717e+05
3.000000e-04, 6.888097e+04, -1.144481e+05, 1.674108e+04, -1.144481e+05, 2.009717e+05, 9.379472e+03, 1.674108e+04, 9.379472e+03, 1.704695e+05
4.000000e-04, 5.152004e+04, -8.564456e+04, 1.240823e+04, -8.564456e+04, 1.504478e+05, 7.130049e+03, 1.240823e+04, 7.130049e+03, 1.270297e+05
5.000000e-04, 4.075715e+04, -6.776178e+04, 9.664732e+03, -6.776178e+04, 1.190401e+05, 5.895173e+03, 9.664732e+03, 5.895173e+03, 1.006247e+05
