damping, xx, xy, xz, yx, yy, yz, zx, zy, zz
1.000000e-05, 7.591187e+06, -7.734832e+02, 4.570419e+03, -7.734832e+02, 8.107227e+04, -5.494444e+05, 4.570419e+03, -5.494444e+05, 4.836945e+06
5.000000e-05, 1.521854e+06, -1.986153e+02, 4.150494e+03, -1.986153e+02, 1.614499e+04, -1.095216e+05, 4.150494e+03, -1.095216e+05, 9.665859e+05
1.000000e-04, 7.625356e+05, 2.155368e+02, -4.657983e+02, 2.155368e+02, 8.089816e+03, -5.482393e+04, -4.657983e+02, -5.482393e+04, 4.832290e+05
2.000000e-04, 3.815505e+05, -2.160788e+01, 4.388483e+01, -2.160788e+01, 4.043028e+03, -2.740793e+04, 4.388483e+01, -2.740793e+04, 2.417526e+05
3.000000e-04, 2.539815e+05, 4.112733e+01, -2.344576e+02, 4.112733e+01, 2.692513e+03, -1.825432e+04, -2.344576e+02, -1.825432e+04, 1.610835e+05
4.000000e-04, 1.907845e+05, 3.280204e+01, -3.750569e+01, 3.280204e+01, 2.022050e+03, -1.370223e+04, -3.750569e+01, -1.370223e+04, 1.208110e+05
5.000000e-04, 1.524504e+05, -3.300866e+01, 2.589011e+02, -3.300866e+01, 1.618091e+03, -1.097206e+04, 2.589011e+02, -1.097206e+04, 9.681758e+04
