-2.950000e-02, 0.000000e+00, 0.000000e+00, 0.000000e+00, 0.000000e+00, 0.000000e+00, 0.000000e+00, 0.000000e+00, 0.000000e+00, 0.000000e+00, 0.000000e+00, 0.000000e+00, 0.000000e+00, 0.000000e+00, 0.000000e+00, 0.000000e+00, 0.000000e+00
-2.414630e-02, -9.300471e-08, 1.413754e-22, 4.986114e-09, 2.818654e-09, -3.127466e-23, -9.300471e-08, 3.273664e-09, -4.654648e-09, -4.654648e-09, -2.818654e-09, -1.875373e-07, 9.164101e-22, -3.273664e-09, 4.986114e-09, -1.557901e-21, -1.875373e-07
-1.973495e-02, -3.356698e-07, 1.642130e-21, 6.864044e-09, 9.598748e-10, -4.408655e-22, -3.356698e-07, 1.627172e-09, -6.358009e-09, -6.358009e-09, -9.598748e-10, -6.384352e-07, 1.201501e-20, -1.627172e-09, 6.864044e-09, -1.932718e-20, -6.384352e-07
-1.610372e-02, -8.164598e-07, 6.842697e-21, -5.385238e-08, -1.477768e-07, -1.890463e-21, -8.164598e-07, -1.488022e-07, 5.632136e-08, 5.632136e-08, 1.477768e-07, -1.470914e-06, 4.743451e-20, 1.488022e-07, -5.385238e-08, -7.854797e-20, -1.470914e-06
-1.311782e-02, -1.709843e-06, 2.225998e-20, -1.225353e-07, -9.713219e-08, -6.947460e-21, -1.709843e-06, -8.882825e-08, 1.379280e-07, 1.379280e-07, 9.713219e-08, -2.943359e-06, 1.242939e-19, 8.882825e-08, -1.225353e-07, -2.233305e-19, -2.943359e-06
-1.066536e-02, -3.291240e-06, 4.270392e-20, -9.150591e-08, -4.814438e-08, -3.029632e-21, -3.291240e-06, -4.315348e-08, 1.021572e-07, 1.021572e-07, 4.814438e-08, -5.461547e-06, 2.336661e-19, 4.315348e-08, -9.150591e-08, -5.033669e-19, -5.461547e-06
-8.653486e-03, -5.973453e-06, 8.706552e-20, 2.496798e-08, -1.577411e-07, 7.532719e-21, -5.973453e-06, -1.632860e-07, -2.954520e-08, -2.954520e-08, 1.577411e-07, -9.628041e-06, 4.332865e-19, 1.632860e-07, 2.496798e-08, -1.091491e-18, -9.628041e-06
-7.005203e-03, -1.055265e-05, 1.633937e-19, 1.265408e-07, -3.126336e-07, 4.109617e-20, -1.055265e-05, -3.598723e-07, -1.804617e-07, -1.804617e-07, 3.126336e-07, -1.662208e-05, 5.771802e-19, 3.598723e-07, 1.265408e-07, -2.158046e-18, -1.662208e-05
-5.656701e-03, -1.785352e-05, 3.178307e-19, -7.047632e-07, -1.305126e-06, 1.164778e-19, -1.785352e-05, -1.422251e-06, 6.708520e-07, 6.708520e-07, 1.305126e-06, -2.761562e-05, 9.984511e-19, 1.422251e-06, -7.047632e-07, -4.323439e-18, -2.761562e-05
-4.555133e-03, -2.961770e-05, 7.328524e-19, -1.529109e-06, 3.653414e-08, 2.121800e-19, -2.961770e-05, -1.420828e-08, 1.631446e-06, 1.631446e-06, -3.653414e-08, -4.515786e-05, 1.135104e-18, 1.420828e-08, -1.529109e-06, -8.047681e-18, -4.515786e-05
