-3.400000e-02, 0.000000e+00
-3.300000e-02, 0.000000e+00
-3.200000e-02, 0.000000e+00
-3.100000e-02, 0.000000e+00
-3.000000e-02, 0.000000e+00
-2.900000e-02, 0.000000e+00
-2.800000e-02, 0.000000e+00
-2.763427e-02, 0.000000e+00
-2.752888e-02, 0.000000e+00
-2.745936e-02, 0.000000e+00
-2.741368e-02, 0.000000e+00
-2.738379e-02, 0.000000e+00
-2.736433e-02, 0.000000e+00
-2.735172e-02, 0.000000e+00
-2.734362e-02, 0.000000e+00
-2.733844e-02, 0.000000e+00
-2.733517e-02, 0.000000e+00
-2.733313e-02, 0.000000e+00
-2.733187e-02, 0.000000e+00
-2.733111e-02, 0.000000e+00
-2.733066e-02, 0.000000e+00
-2.733040e-02, 0.000000e+00
-2.733027e-02, 0.000000e+00
-2.733013e-02, 9.627414e+20
-2.732987e-02, 1.627676e+21
-2.732942e-02, 2.391628e+21
-2.732866e-02, 3.290686e+21
-2.732740e-02, 4.394033e+21
-2.732536e-02, 5.778947e+21
-2.732209e-02, 7.438958e+21
-2.731691e-02, 9.479609e+21
-2.730881e-02, 1.205397e+22
-2.729620e-02, 1.519203e+22
-2.727674e-02, 1.924411e+22
-2.724685e-02, 2.408544e+22
-2.720117e-02, 3.024100e+22
-2.713165e-02, 3.803653e+22
-2.702627e-02, 4.824475e+22
-2.700000e-02, 5.046178e+22
-2.600000e-02, 1.215311e+23
-2.500000e-02, 1.892497e+23
-2.400000e-02, 2.623232e+23
-2.300000e-02, 3.416930e+23
-2.200000e-02, 4.271185e+23
-2.100000e-02, 5.206544e+23
-2.000000e-02, 6.207932e+23
-1.900000e-02, 7.304974e+23
-1.800000e-02, 8.465387e+23
-1.700000e-02, 9.687786e+23
-1.600000e-02, 1.101400e+24
-1.500000e-02, 1.239618e+24
-1.400000e-02, 1.385221e+24
-1.300000e-02, 1.542057e+24
-1.200000e-02, 1.703163e+24
-1.100000e-02, 1.873925e+24
-1.000000e-02, 2.050329e+24
-9.000000e-03, 2.235558e+24
-8.000000e-03, 2.431411e+24
-7.000000e-03, 2.646721e+24
-6.000000e-03, 2.858693e+24
-5.000000e-03, 3.067755e+24
-4.000000e-03, 3.297712e+24
-3.000000e-03, 3.519785e+24
-2.000000e-03, 3.768209e+24
-1.000000e-03, 4.021277e+24
0.000000e+00, 4.274245e+24
1.000000e-03, 4.531251e+24
2.000000e-03, 4.805472e+24
3.000000e-03, 5.077177e+24
4.000000e-03, 5.374666e+24
5.000000e-03, 5.658077e+24
6.000000e-03, 5.962210e+24
7.000000e-03, 6.274409e+24
8.000000e-03, 6.563185e+24
9.000000e-03, 6.900497e+24
1.000000e-02, 7.234019e+24
1.100000e-02, 7.567288e+24
1.200000e-02, 7.908227e+24
1.300000e-02, 8.273076e+24
1.400000e-02, 8.647329e+24
1.500000e-02, 9.020915e+24
1.600000e-02, 9.396095e+24
1.700000e-02, 9.787990e+24
1.800000e-02, 1.017006e+25
1.900000e-02, 1.055926e+25
2.000000e-02, 1.097734e+25
2.100000e-02, 1.142178e+25
2.200000e-02, 1.186491e+25
2.300000e-02, 1.225025e+25
2.400000e-02, 1.272743e+25
2.500000e-02, 1.321481e+25
2.600000e-02, 1.366293e+25
2.700000e-02, 1.414007e+25
2.800000e-02, 1.455708e+25
2.900000e-02, 1.508103e+25
3.000000e-02, 1.560176e+25
3.100000e-02, 1.604280e+25
3.200000e-02, 1.655576e+25
3.300000e-02, 1.709807e+25
3.400000e-02, 1.758326e+25
3.500000e-02, 1.814751e+25
3.600000e-02, 1.865609e+25
3.700000e-02, 1.918559e+25
3.800000e-02, 1.977521e+25
3.900000e-02, 2.030899e+25
4.000000e-02, 2.085528e+25
4.100000e-02, 2.148718e+25
4.200000e-02, 2.197593e+25
4.300000e-02, 2.260527e+25
4.400000e-02, 2.320918e+25
4.500000e-02, 2.380097e+25
4.600000e-02, 2.441827e+25
4.700000e-02, 2.503523e+25
4.800000e-02, 2.565537e+25
4.900000e-02, 2.624075e+25
5.000000e-02, 2.693585e+25
5.100000e-02, 2.755568e+25
5.200000e-02, 2.824155e+25
5.300000e-02, 2.890308e+25
5.400000e-02, 2.954906e+25
5.500000e-02, 3.024895e+25
5.600000e-02, 3.096341e+25
5.700000e-02, 3.164426e+25
5.800000e-02, 3.238334e+25
5.900000e-02, 3.311297e+25
6.000000e-02, 3.385912e+25
6.100000e-02, 3.454858e+25
6.200000e-02, 3.531031e+25
6.300000e-02, 3.604471e+25
6.400000e-02, 3.677089e+25
6.500000e-02, 3.754572e+25
6.600000e-02, 3.829884e+25
6.700000e-02, 3.905588e+25
6.800000e-02, 3.985558e+25
6.900000e-02, 4.073296e+25
7.000000e-02, 4.129839e+25
7.100000e-02, 4.208769e+25
7.200000e-02, 4.318775e+25
7.300000e-02, 4.397517e+25
7.400000e-02, 4.476706e+25
7.500000e-02, 4.567413e+25
7.600000e-02, 4.642450e+25
7.700000e-02, 4.736030e+25
7.800000e-02, 4.834596e+25
7.900000e-02, 4.903270e+25
8.000000e-02, 4.996861e+25
