mu, xxx, xxy, xxz, xyx, xyy, xyz, xzx, xzy, xzz, yxx, yxy, yxz, yyx, yyy, yyz, yzx, yzy, yzz, zxx, zxy, zxz, zyx, zyy, zyz, zzx, zzy, zzz
-3.733027e-02
-2.429357e-02
-1.125687e-02
1.779823e-03
1.481652e-02
2.785322e-02
4.088991e-02
5.392661e-02
6.696330e-02
8.000000e-02
