damping, xx, xy, xz, yx, yy, yz, zx, zy, zz
1.000000e-05, 5.840863e+06, -3.351805e+02, 1.677600e+03, -3.351805e+02, 7.932371e+04, -4.090545e+05, 1.677600e+03, -4.090545e+05, 3.855638e+06
5.000000e-05, 1.167442e+06, 4.628007e+02, 5.563542e+02, 4.628007e+02, 1.582787e+04, -8.164040e+04, 5.563542e+02, -8.164040e+04, 7.714073e+05
1.000000e-04, 5.822484e+05, 7.308200e+01, -1.009237e+03, 7.308200e+01, 7.924831e+03, -4.086163e+04, -1.009237e+03, -4.086163e+04, 3.852972e+05
2.000000e-04, 2.911409e+05, -5.825063e+00, 1.993684e+02, -5.825063e+00, 3.956812e+03, -2.042450e+04, 1.993684e+02, -2.042450e+04, 1.931227e+05
3.000000e-04, 1.944458e+05, -1.371959e+01, 1.055351e+01, -1.371959e+01, 2.643417e+03, -1.363775e+04, 1.055351e+01, -1.363775e+04, 1.286481e+05
4.000000e-04, 1.461716e+05, -7.187817e+00, 3.161927e-01, -7.187817e+00, 1.972035e+03, -1.016461e+04, 3.161927e-01, -1.016461e+04, 9.621754e+04
5.000000e-04, 1.166036e+05, 3.263928e+01, -2.647322e+02, 3.263928e+01, 1.586450e+03, -8.188178e+03, -2.647322e+02, -8.188178e+03, 7.723449e+04
