damping, xx, xy, xz, yx, yy, yz, zx, zy, zz
1.000000e-05, 1.517534e+06, -2.492307e+06, 3.496560e+05, -2.492307e+06, 4.397846e+06, 2.115909e+05, 3.496560e+05, 2.115909e+05, 3.854947e+06
5.000000e-05, 3.045514e+05, -5.003166e+05, 6.991566e+04, -5.003166e+05, 8.827288e+05, 4.181408e+04, 6.991566e+04, 4.181408e+04, 7.697261e+05
1.000000e-04, 1.509774e+05, -2.481088e+05, 3.442367e+04, -2.481088e+05, 4.382379e+05, 2.217518e+04, 3.442367e+04, 2.217518e+04, 3.858685e+05
2.000000e-04, 7.572547e+04, -1.242366e+05, 1.782789e+04, -1.242366e+05, 2.190326e+05, 9.974190e+03, 1.782789e+04, 9.974190e+03, 1.927290e+05
3.000000e-04, 5.033864e+04, -8.263362e+04, 1.187534e+04, -8.263362e+04, 1.458022e+05, 6.716401e+03, 1.187534e+04, 6.716401e+03, 1.288164e+05
4.000000e-04, 3.780689e+04, -6.208688e+04, 8.747823e+03, -6.208688e+04, 1.095686e+05, 5.281469e+03, 8.747823e+03, 5.281469e+03, 9.660599e+04
5.000000e-04, 3.026124e+04, -4.966470e+04, 7.175504e+03, -4.966470e+04, 8.759016e+04, 3.927234e+03, 7.175504e+03, 3.927234e+03, 7.740128e+04
