damping, xx, xy, xz, yx, yy, yz, zx, zy, zz
1.000000e-05, 1.514859e+06, 2.485123e+06, -3.559329e+05, 2.485123e+06, 4.380846e+06, 2.006132e+05, -3.559329e+05, 2.006132e+05, 3.857919e+06
5.000000e-05, 3.019120e+05, 4.957557e+05, -7.070301e+04, 4.957557e+05, 8.752078e+05, 4.172927e+04, -7.070301e+04, 4.172927e+04, 7.730447e+05
1.000000e-04, 1.515850e+05, 2.488267e+05, -3.522126e+04, 2.488267e+05, 4.389682e+05, 2.088586e+04, -3.522126e+04, 2.088586e+04, 3.855864e+05
2.000000e-04, 7.557515e+04, 1.241073e+05, -1.743552e+04, 1.241073e+05, 2.191090e+05, 1.091678e+04, -1.743552e+04, 1.091678e+04, 1.936346e+05
3.000000e-04, 5.049727e+04, 8.286102e+04, -1.193507e+04, 8.286102e+04, 1.461476e+05, 6.656770e+03, -1.193507e+04, 6.656770e+03, 1.285007e+05
4.000000e-04, 3.792461e+04, 6.220556e+04, -8.924020e+03, 6.220556e+04, 1.096478e+05, 5.009766e+03, -8.924020e+03, 5.009766e+03, 9.643049e+04
5.000000e-04, 3.032777e+04, 4.975664e+04, -7.175968e+03, 4.975664e+04, 8.770694e+04, 3.896319e+03, -7.175968e+03, 3.896319e+03, 7.713815e+04
