-1.386100e-01, -1.192091e+01, -1.192091e+01, -1.152479e+01, -1.152479e+01, -2.376250e+00, -2.376250e+00, -1.674042e+00, -1.674042e+00, -7.589408e-01, -7.589408e-01, 6.192549e-01, 6.192549e-01, 1.059649e+00, 1.059649e+00, 1.809630e+00, 1.809630e+00
-1.358378e-01, -1.192223e+01, -1.192223e+01, -1.152763e+01, -1.152763e+01, -2.357960e+00, -2.357960e+00, -1.672363e+00, -1.672363e+00, -7.468178e-01, -7.468178e-01, 6.172515e-01, 6.172515e-01, 1.034644e+00, 1.034644e+00, 1.785517e+00, 1.785517e+00
-1.330656e-01, -1.192353e+01, -1.192353e+01, -1.153041e+01, -1.153041e+01, -2.339785e+00, -2.339785e+00, -1.670811e+00, -1.670811e+00, -7.345080e-01, -7.345080e-01, 6.152548e-01, 6.152548e-01, 1.009920e+00, 1.009920e+00, 1.761556e+00, 1.761556e+00
-1.302934e-01, -1.192480e+01, -1.192480e+01, -1.153313e+01, -1.153313e+01, -2.321731e+00, -2.321731e+00, -1.669379e+00, -1.669379e+00, -7.220197e-01, -7.220197e-01, 6.132452e-01, 6.132452e-01, 9.855017e-01, 9.855017e-01, 1.737750e+00, 1.737750e+00
-1.275212e-01, -1.192604e+01, -1.192604e+01, -1.153580e+01, -1.153580e+01, -2.303804e+00, -2.303804e+00, -1.668061e+00, -1.668061e+00, -7.093608e-01, -7.093608e-01, 6.111981e-01, 6.111981e-01, 9.614195e-01, 9.614195e-01, 1.714102e+00, 1.714102e+00
-1.247490e-01, -1.192726e+01, -1.192726e+01, -1.153841e+01, -1.153841e+01, -2.286012e+00, -2.286012e+00, -1.666852e+00, -1.666852e+00, -6.965392e-01, -6.965392e-01, 6.090819e-01, 6.090819e-01, 9.377112e-01, 9.377112e-01, 1.690615e+00, 1.690615e+00
-1.219768e-01, -1.192845e+01, -1.192845e+01, -1.154096e+01, -1.154096e+01, -2.268361e+00, -2.268361e+00, -1.665747e+00, -1.665747e+00, -6.835627e-01, -6.835627e-01, 6.068565e-01, 6.068565e-01, 9.144234e-01, 9.144234e-01, 1.667292e+00, 1.667292e+00
-1.192046e-01, -1.192962e+01, -1.192962e+01, -1.154345e+01, -1.154345e+01, -2.250859e+00, -2.250859e+00, -1.664740e+00, -1.664740e+00, -6.704389e-01, -6.704389e-01, 6.044699e-01, 6.044699e-01, 8.916142e-01, 8.916142e-01, 1.644136e+00, 1.644136e+00
-1.164324e-01, -1.193076e+01, -1.193076e+01, -1.154589e+01, -1.154589e+01, -2.233514e+00, -2.233514e+00, -1.663827e+00, -1.663827e+00, -6.571753e-01, -6.571753e-01, 6.018557e-01, 6.018557e-01, 8.693568e-01, 8.693568e-01, 1.621152e+00, 1.621152e+00
-1.136602e-01, -1.193187e+01, -1.193187e+01, -1.154827e+01, -1.154827e+01, -2.216334e+00, -2.216334e+00, -1.663002e+00, -1.663002e+00, -6.437792e-01, -6.437792e-01, 5.989285e-01, 5.989285e-01, 8.477433e-01, 8.477433e-01, 1.598343e+00, 1.598343e+00
-1.108880e-01, -1.193296e+01, -1.193296e+01, -1.155059e+01, -1.155059e+01, -2.199327e+00, -2.199327e+00, -1.662262e+00, -1.662262e+00, -6.302576e-01, -6.302576e-01, 5.955794e-01, 5.955794e-01, 8.268895e-01, 8.268895e-01, 1.575712e+00, 1.575712e+00
-1.081158e-01, -1.193402e+01, -1.193402e+01, -1.155286e+01, -1.155286e+01, -2.182501e+00, -2.182501e+00, -1.661601e+00, -1.661601e+00, -6.166175e-01, -6.166175e-01, 5.916714e-01, 5.916714e-01, 8.069396e-01, 8.069396e-01, 1.553264e+00, 1.553264e+00
-1.053436e-01, -1.193505e+01, -1.193505e+01, -1.155507e+01, -1.155507e+01, -2.165866e+00, -2.165866e+00, -1.661015e+00, -1.661015e+00, -6.028657e-01, -6.028657e-01, 5.870364e-01, 5.870364e-01, 7.880687e-01, 7.880687e-01, 1.531003e+00, 1.531003e+00
-1.025714e-01, -1.193606e+01, -1.193606e+01, -1.155722e+01, -1.155722e+01, -2.149431e+00, -2.149431e+00, -1.660500e+00, -1.660500e+00, -5.890087e-01, -5.890087e-01, 5.814774e-01, 5.814774e-01, 7.704813e-01, 7.704813e-01, 1.508933e+00, 1.508933e+00
-9.979920e-02, -1.193704e+01, -1.193704e+01, -1.155931e+01, -1.155931e+01, -2.133205e+00, -2.133205e+00, -1.660053e+00, -1.660053e+00, -5.750528e-01, -5.750528e-01, 5.747794e-01, 5.747794e-01, 7.543998e-01, 7.543998e-01, 1.487058e+00, 1.487058e+00
-9.702700e-02, -1.193799e+01, -1.193799e+01, -1.156135e+01, -1.156135e+01, -2.117198e+00, -2.117198e+00, -1.659670e+00, -1.659670e+00, -5.610041e-01, -5.610041e-01, 5.667340e-01, 5.667340e-01, 7.400403e-01, 7.400403e-01, 1.465383e+00, 1.465383e+00
-9.425480e-02, -1.193892e+01, -1.193892e+01, -1.156333e+01, -1.156333e+01, -2.101419e+00, -2.101419e+00, -1.659348e+00, -1.659348e+00, -5.468683e-01, -5.468683e-01, 5.571765e-01, 5.571765e-01, 7.275749e-01, 7.275749e-01, 1.443914e+00, 1.443914e+00
-9.148260e-02, -1.193982e+01, -1.193982e+01, -1.156525e+01, -1.156525e+01, -2.085881e+00, -2.085881e+00, -1.659082e+00, -1.659082e+00, -5.326512e-01, -5.326512e-01, 5.460257e-01, 5.460257e-01, 7.170926e-01, 7.170926e-01, 1.422655e+00, 1.422655e+00
-8.871040e-02, -1.194069e+01, -1.194069e+01, -1.156712e+01, -1.156712e+01, -2.070592e+00, -2.070592e+00, -1.658871e+00, -1.658871e+00, -5.183581e-01, -5.183581e-01, 5.333071e-01, 5.333071e-01, 7.085756e-01, 7.085756e-01, 1.401611e+00, 1.401611e+00
-8.593820e-02, -1.194154e+01, -1.194154e+01, -1.156892e+01, -1.156892e+01, -2.055564e+00, -2.055564e+00, -1.658711e+00, -1.658711e+00, -5.039939e-01, -5.039939e-01, 5.191466e-01, 5.191466e-01, 7.019058e-01, 7.019058e-01, 1.380787e+00, 1.380787e+00
-8.316600e-02, -1.194236e+01, -1.194236e+01, -1.157067e+01, -1.157067e+01, -2.040809e+00, -2.040809e+00, -1.658600e+00, -1.658600e+00, -4.895635e-01, -4.895635e-01, 5.037389e-01, 5.037389e-01, 6.968960e-01, 6.968960e-01, 1.360191e+00, 1.360191e+00
-8.039380e-02, -1.194316e+01, -1.194316e+01, -1.157237e+01, -1.157237e+01, -2.026337e+00, -2.026337e+00, -1.658536e+00, -1.658536e+00, -4.750713e-01, -4.750713e-01, 4.873067e-01, 4.873067e-01, 6.933311e-01, 6.933311e-01, 1.339826e+00, 1.339826e+00
-7.762160e-02, -1.194393e+01, -1.194393e+01, -1.157400e+01, -1.157400e+01, -2.012162e+00, -2.012162e+00, -1.658515e+00, -1.658515e+00, -4.605215e-01, -4.605215e-01, 4.700675e-01, 4.700675e-01, 6.910010e-01, 6.910010e-01, 1.319701e+00, 1.319701e+00
-7.484940e-02, -1.194467e+01, -1.194467e+01, -1.157558e+01, -1.157558e+01, -1.998294e+00, -1.998294e+00, -1.658536e+00, -1.658536e+00, -4.459179e-01, -4.459179e-01, 4.522151e-01, 4.522151e-01, 6.897192e-01, 6.897192e-01, 1.299821e+00, 1.299821e+00
-7.207720e-02, -1.194538e+01, -1.194538e+01, -1.157710e+01, -1.157710e+01, -1.984746e+00, -1.984746e+00, -1.658597e+00, -1.658597e+00, -4.312639e-01, -4.312639e-01, 4.339119e-01, 4.339119e-01, 6.893302e-01, 6.893302e-01, 1.280192e+00, 1.280192e+00
-6.930500e-02, -1.194607e+01, -1.194607e+01, -1.157856e+01, -1.157856e+01, -1.971530e+00, -1.971530e+00, -1.658696e+00, -1.658696e+00, -4.165627e-01, -4.165627e-01, 4.152897e-01, 4.152897e-01, 6.897088e-01, 6.897088e-01, 1.260823e+00, 1.260823e+00
