-2.772200e-01, -8.659752e-01, -8.659752e-01, 7.991998e-01, 7.991998e-01
-2.716756e-01, -8.493244e-01, -8.493244e-01, 7.825489e-01, 7.825489e-01
-2.661312e-01, -8.326735e-01, -8.326735e-01, 7.658981e-01, 7.658981e-01
-2.605868e-01, -8.160227e-01, -8.160227e-01, 7.492472e-01, 7.492472e-01
-2.550424e-01, -7.993719e-01, -7.993719e-01, 7.325964e-01, 7.325964e-01
-2.494980e-01, -7.827211e-01, -7.827211e-01, 7.159457e-01, 7.159457e-01
-2.439536e-01, -7.660704e-01, -7.660704e-01, 6.992949e-01, 6.992949e-01
-2.384092e-01, -7.494196e-01, -7.494196e-01, 6.826442e-01, 6.826442e-01
-2.328648e-01, -7.327689e-01, -7.327689e-01, 6.659935e-01, 6.659935e-01
-2.273204e-01, -7.161183e-01, -7.161183e-01, 6.493428e-01, 6.493428e-01
-2.217760e-01, -6.994676e-01, -6.994676e-01, 6.326922e-01, 6.326922e-01
-2.162316e-01, -6.828170e-01, -6.828170e-01, 6.160416e-01, 6.160416e-01
-2.106872e-01, -6.661665e-01, -6.661665e-01, 5.993910e-01, 5.993910e-01
-2.051428e-01, -6.495159e-01, -6.495159e-01, 5.827405e-01, 5.827405e-01
-1.995984e-01, -6.328655e-01, -6.328655e-01, 5.660900e-01, 5.660900e-01
-1.940540e-01, -6.162150e-01, -6.162150e-01, 5.494396e-01, 5.494396e-01
-1.885096e-01, -5.995646e-01, -5.995646e-01, 5.327892e-01, 5.327892e-01
-1.829652e-01, -5.829143e-01, -5.829143e-01, 5.161389e-01, 5.161389e-01
-1.774208e-01, -5.662641e-01, -5.662641e-01, 4.994886e-01, 4.994886e-01
-1.718764e-01, -5.496139e-01, -5.496139e-01, 4.828384e-01, 4.828384e-01
-1.663320e-01, -5.329637e-01, -5.329637e-01, 4.661883e-01, 4.661883e-01
-1.607876e-01, -5.163137e-01, -5.163137e-01, 4.495382e-01, 4.495382e-01
-1.552432e-01, -4.996637e-01, -4.996637e-01, 4.328883e-01, 4.328883e-01
-1.496988e-01, -4.830139e-01, -4.830139e-01, 4.162384e-01, 4.162384e-01
-1.441544e-01, -4.663641e-01, -4.663641e-01, 3.995887e-01, 3.995887e-01
-1.386100e-01, -4.497145e-01, -4.497145e-01, 3.829391e-01, 3.829391e-01
-1.330656e-01, -4.330651e-01, -4.330651e-01, 3.662896e-01, 3.662896e-01
-1.275212e-01, -4.164157e-01, -4.164157e-01, 3.496403e-01, 3.496403e-01
