-1.386100e-01, -1.598101e+00, -1.598101e+00, -2.330747e-01, -2.330747e-01, 9.519713e-01, 9.519713e-01, 1.106596e+00, 1.106596e+00
-1.358378e-01, -1.581604e+00, -1.581604e+00, -2.301104e-01, -2.301104e-01, 9.519713e-01, 9.519713e-01, 1.087135e+00, 1.087135e+00
-1.330656e-01, -1.565277e+00, -1.565277e+00, -2.270456e-01, -2.270456e-01, 9.519713e-01, 9.519713e-01, 1.067743e+00, 1.067743e+00
-1.302934e-01, -1.549125e+00, -1.549125e+00, -2.238768e-01, -2.238768e-01, 9.519712e-01, 9.519712e-01, 1.048422e+00, 1.048422e+00
-1.275212e-01, -1.533154e+00, -1.533154e+00, -2.206008e-01, -2.206008e-01, 9.519711e-01, 9.519711e-01, 1.029176e+00, 1.029176e+00
-1.247490e-01, -1.517371e+00, -1.517371e+00, -2.172142e-01, -2.172142e-01, 9.519710e-01, 9.519710e-01, 1.010006e+00, 1.010006e+00
-1.219768e-01, -1.501783e+00, -1.501783e+00, -2.137137e-01, -2.137137e-01, 9.519708e-01, 9.519708e-01, 9.909171e-01, 9.909171e-01
-1.192046e-01, -1.486395e+00, -1.486395e+00, -2.100960e-01, -2.100960e-01, 9.519702e-01, 9.519702e-01, 9.719121e-01, 9.719121e-01
-1.164324e-01, -1.471215e+00, -1.471215e+00, -2.063578e-01, -2.063578e-01, 9.519480e-01, 9.519480e-01, 9.530160e-01, 9.530160e-01
-1.136602e-01, -1.456249e+00, -1.456249e+00, -2.024957e-01, -2.024957e-01, 9.341638e-01, 9.341638e-01, 9.519728e-01, 9.519728e-01
-1.108880e-01, -1.441506e+00, -1.441506e+00, -1.985067e-01, -1.985067e-01, 9.154321e-01, 9.154321e-01, 9.519721e-01, 9.519721e-01
-1.081158e-01, -1.426992e+00, -1.426992e+00, -1.943876e-01, -1.943876e-01, 8.967990e-01, 8.967990e-01, 9.519718e-01, 9.519718e-01
-1.053436e-01, -1.412714e+00, -1.412714e+00, -1.901355e-01, -1.901355e-01, 8.782696e-01, 8.782696e-01, 9.519717e-01, 9.519717e-01
-1.025714e-01, -1.398681e+00, -1.398681e+00, -1.857477e-01, -1.857477e-01, 8.598486e-01, 8.598486e-01, 9.519716e-01, 9.519716e-01
-9.979920e-02, -1.384900e+00, -1.384900e+00, -1.812216e-01, -1.812216e-01, 8.415413e-01, 8.415413e-01, 9.519716e-01, 9.519716e-01
-9.702700e-02, -1.371378e+00, -1.371378e+00, -1.765549e-01, -1.765549e-01, 8.233530e-01, 8.233530e-01, 9.519716e-01, 9.519716e-01
-9.425480e-02, -1.358124e+00, -1.358124e+00, -1.717457e-01, -1.717457e-01, 8.052898e-01, 8.052898e-01, 9.519715e-01, 9.519715e-01
-9.148260e-02, -1.345146e+00, -1.345146e+00, -1.667923e-01, -1.667923e-01, 7.873578e-01, 7.873578e-01, 9.519715e-01, 9.519715e-01
