-1.386100e-01, -1.528200e+00, -5.210655e-01, -2.357835e-01, 5.692511e-01, 1.025171e+00, 1.058475e+00, 1.159805e+00, 2.104411e+00
-1.358378e-01, -1.514480e+00, -5.089690e-01, -2.318589e-01, 5.755124e-01, 1.022273e+00, 1.040826e+00, 1.139668e+00, 2.085903e+00
-1.330656e-01, -1.500875e+00, -4.968331e-01, -2.278946e-01, 5.818397e-01, 1.019432e+00, 1.023253e+00, 1.119702e+00, 2.067528e+00
-1.302934e-01, -1.487391e+00, -4.846589e-01, -2.238857e-01, 5.882179e-01, 1.005757e+00, 1.016651e+00, 1.099922e+00, 2.049288e+00
-1.275212e-01, -1.474035e+00, -4.724475e-01, -2.198274e-01, 5.946297e-01, 9.883399e-01, 1.013928e+00, 1.080343e+00, 2.031185e+00
-1.247490e-01, -1.460812e+00, -4.602001e-01, -2.157148e-01, 6.010543e-01, 9.710029e-01, 1.011263e+00, 1.060986e+00, 2.013220e+00
-1.219768e-01, -1.447729e+00, -4.479180e-01, -2.115430e-01, 6.074673e-01, 9.537471e-01, 1.008657e+00, 1.041874e+00, 1.995397e+00
-1.192046e-01, -1.434792e+00, -4.356028e-01, -2.073073e-01, 6.138395e-01, 9.365743e-01, 1.006109e+00, 1.023035e+00, 1.977717e+00
-1.164324e-01, -1.422007e+00, -4.232559e-01, -2.030029e-01, 6.201353e-01, 9.194859e-01, 1.003600e+00, 1.004524e+00, 1.960183e+00
-1.136602e-01, -1.409382e+00, -4.108790e-01, -1.986250e-01, 6.263113e-01, 9.024835e-01, 9.863205e-01, 1.001193e+00, 1.942799e+00
-1.108880e-01, -1.396924e+00, -3.984741e-01, -1.941690e-01, 6.323135e-01, 8.855687e-01, 9.685444e-01, 9.988202e-01, 1.925568e+00
-1.081158e-01, -1.384639e+00, -3.860430e-01, -1.896304e-01, 6.380749e-01, 8.687432e-01, 9.512383e-01, 9.965068e-01, 1.908491e+00
-1.053436e-01, -1.372535e+00, -3.735882e-01, -1.850049e-01, 6.435114e-01, 8.520084e-01, 9.344868e-01, 9.942521e-01, 1.891575e+00
-1.025714e-01, -1.360619e+00, -3.611118e-01, -1.802884e-01, 6.485169e-01, 8.353658e-01, 9.183960e-01, 9.920560e-01, 1.874822e+00
-9.979920e-02, -1.348898e+00, -3.486167e-01, -1.754769e-01, 6.529586e-01, 8.188165e-01, 9.030995e-01, 9.899185e-01, 1.858237e+00
-9.702700e-02, -1.337380e+00, -3.361057e-01, -1.705668e-01, 6.566718e-01, 8.023615e-01, 8.887632e-01, 9.878396e-01, 1.841824e+00
-9.425480e-02, -1.326073e+00, -3.235820e-01, -1.655549e-01, 6.594575e-01, 7.860013e-01, 8.755879e-01, 9.858193e-01, 1.825589e+00
-9.148260e-02, -1.314984e+00, -3.110493e-01, -1.604382e-01, 6.610867e-01, 7.697360e-01, 8.638053e-01, 9.838575e-01, 1.809537e+00
