-1.386100e-01, -1.426243e+00, -1.426243e+00, -9.325102e-01, -9.325102e-01, -9.305004e-02, -9.305004e-02, 3.501162e-01, 3.501162e-01, 1.057050e+00, 1.057050e+00, 1.566674e+00, 1.566674e+00
-1.358378e-01, -1.420416e+00, -1.420416e+00, -9.357676e-01, -9.357676e-01, -8.925659e-02, -8.925659e-02, 3.510173e-01, 3.510173e-01, 1.053257e+00, 1.053257e+00, 1.563204e+00, 1.563204e+00
-1.330656e-01, -1.414602e+00, -1.414602e+00, -9.390742e-01, -9.390742e-01, -8.551518e-02, -8.551518e-02, 3.519249e-01, 3.519249e-01, 1.049515e+00, 1.049515e+00, 1.559789e+00, 1.559789e+00
-1.302934e-01, -1.408801e+00, -1.408801e+00, -9.424291e-01, -9.424291e-01, -8.182685e-02, -8.182685e-02, 3.528378e-01, 3.528378e-01, 1.045827e+00, 1.045827e+00, 1.556429e+00, 1.556429e+00
-1.275212e-01, -1.403012e+00, -1.403012e+00, -9.458315e-01, -9.458315e-01, -7.819265e-02, -7.819265e-02, 3.537546e-01, 3.537546e-01, 1.042193e+00, 1.042193e+00, 1.553126e+00, 1.553126e+00
-1.247490e-01, -1.397237e+00, -1.397237e+00, -9.492807e-01, -9.492807e-01, -7.461363e-02, -7.461363e-02, 3.546742e-01, 3.546742e-01, 1.038614e+00, 1.038614e+00, 1.549880e+00, 1.549880e+00
-1.219768e-01, -1.391475e+00, -1.391475e+00, -9.527757e-01, -9.527757e-01, -7.109088e-02, -7.109088e-02, 3.555953e-01, 3.555953e-01, 1.035091e+00, 1.035091e+00, 1.546693e+00, 1.546693e+00
-1.192046e-01, -1.385727e+00, -1.385727e+00, -9.563158e-01, -9.563158e-01, -6.762546e-02, -6.762546e-02, 3.565165e-01, 3.565165e-01, 1.031625e+00, 1.031625e+00, 1.543564e+00, 1.543564e+00
-1.164324e-01, -1.379994e+00, -1.379994e+00, -9.599001e-01, -9.599001e-01, -6.421847e-02, -6.421847e-02, 3.574368e-01, 3.574368e-01, 1.028218e+00, 1.028218e+00, 1.540494e+00, 1.540494e+00
-1.136602e-01, -1.374275e+00, -1.374275e+00, -9.635278e-01, -9.635278e-01, -6.087102e-02, -6.087102e-02, 3.583548e-01, 3.583548e-01, 1.024871e+00, 1.024871e+00, 1.537484e+00, 1.537484e+00
-1.108880e-01, -1.368570e+00, -1.368570e+00, -9.671979e-01, -9.671979e-01, -5.758420e-02, -5.758420e-02, 3.592693e-01, 3.592693e-01, 1.021584e+00, 1.021584e+00, 1.534536e+00, 1.534536e+00
-1.081158e-01, -1.362881e+00, -1.362881e+00, -9.709098e-01, -9.709098e-01, -5.435914e-02, -5.435914e-02, 3.601792e-01, 3.601792e-01, 1.018359e+00, 1.018359e+00, 1.531649e+00, 1.531649e+00
-1.053436e-01, -1.357208e+00, -1.357208e+00, -9.746624e-01, -9.746624e-01, -5.119696e-02, -5.119696e-02, 3.610831e-01, 3.610831e-01, 1.015197e+00, 1.015197e+00, 1.528824e+00, 1.528824e+00
