-2.772200e-01, -2.698568e+00, -2.698568e+00, -2.018859e+00, -2.018859e+00, -9.578263e-01, -9.578263e-01, 8.088785e-01, 8.088785e-01, 1.231515e+00, 1.231515e+00, 1.833870e+00, 1.833870e+00
-2.716756e-01, -2.674159e+00, -2.674159e+00, -2.000860e+00, -2.000860e+00, -9.369497e-01, -9.369497e-01, 7.893736e-01, 7.893736e-01, 1.211216e+00, 1.211216e+00, 1.810389e+00, 1.810389e+00
-2.661312e-01, -2.649863e+00, -2.649863e+00, -1.983133e+00, -1.983133e+00, -9.161489e-01, -9.161489e-01, 7.700439e-01, 7.700439e-01, 1.191116e+00, 1.191116e+00, 1.786996e+00, 1.786996e+00
-2.605868e-01, -2.625683e+00, -2.625683e+00, -1.965690e+00, -1.965690e+00, -8.954265e-01, -8.954265e-01, 7.508922e-01, 7.508922e-01, 1.171227e+00, 1.171227e+00, 1.763691e+00, 1.763691e+00
-2.550424e-01, -2.601624e+00, -2.601624e+00, -1.948543e+00, -1.948543e+00, -8.747853e-01, -8.747853e-01, 7.319210e-01, 7.319210e-01, 1.151562e+00, 1.151562e+00, 1.740479e+00, 1.740479e+00
-2.494980e-01, -2.577689e+00, -2.577689e+00, -1.931704e+00, -1.931704e+00, -8.542280e-01, -8.542280e-01, 7.131321e-01, 7.131321e-01, 1.132137e+00, 1.132137e+00, 1.717362e+00, 1.717362e+00
-2.439536e-01, -2.553882e+00, -2.553882e+00, -1.915186e+00, -1.915186e+00, -8.337574e-01, -8.337574e-01, 6.945271e-01, 6.945271e-01, 1.112965e+00, 1.112965e+00, 1.694344e+00, 1.694344e+00
-2.384092e-01, -2.530209e+00, -2.530209e+00, -1.899001e+00, -1.899001e+00, -8.133762e-01, -8.133762e-01, 6.761069e-01, 6.761069e-01, 1.094063e+00, 1.094063e+00, 1.671426e+00, 1.671426e+00
-2.328648e-01, -2.506674e+00, -2.506674e+00, -1.883163e+00, -1.883163e+00, -7.930872e-01, -7.930872e-01, 6.578715e-01, 6.578715e-01, 1.075449e+00, 1.075449e+00, 1.648614e+00, 1.648614e+00
-2.273204e-01, -2.483281e+00, -2.483281e+00, -1.867686e+00, -1.867686e+00, -7.728933e-01, -7.728933e-01, 6.398204e-01, 6.398204e-01, 1.057140e+00, 1.057140e+00, 1.625910e+00, 1.625910e+00
-2.217760e-01, -2.460037e+00, -2.460037e+00, -1.852583e+00, -1.852583e+00, -7.527971e-01, -7.527971e-01, 6.219524e-01, 6.219524e-01, 1.039156e+00, 1.039156e+00, 1.603319e+00, 1.603319e+00
-2.162316e-01, -2.436946e+00, -2.436946e+00, -1.837870e+00, -1.837870e+00, -7.328013e-01, -7.328013e-01, 6.042651e-01, 6.042651e-01, 1.021519e+00, 1.021519e+00, 1.580844e+00, 1.580844e+00
-2.106872e-01, -2.414014e+00, -2.414014e+00, -1.823562e+00, -1.823562e+00, -7.129086e-01, -7.129086e-01, 5.867554e-01, 5.867554e-01, 1.004249e+00, 1.004249e+00, 1.558490e+00, 1.558490e+00
-2.051428e-01, -2.391247e+00, -2.391247e+00, -1.809672e+00, -1.809672e+00, -6.931216e-01, -6.931216e-01, 5.694190e-01, 5.694190e-01, 9.873715e-01, 9.873715e-01, 1.536261e+00, 1.536261e+00
-1.995984e-01, -2.368652e+00, -2.368652e+00, -1.796218e+00, -1.796218e+00, -6.734425e-01, -6.734425e-01, 5.522508e-01, 5.522508e-01, 9.709093e-01, 9.709093e-01, 1.514162e+00, 1.514162e+00
-1.940540e-01, -2.346234e+00, -2.346234e+00, -1.783214e+00, -1.783214e+00, -6.538738e-01, -6.538738e-01, 5.352444e-01, 5.352444e-01, 9.548885e-01, 9.548885e-01, 1.492199e+00, 1.492199e+00
-1.885096e-01, -2.324001e+00, -2.324001e+00, -1.770676e+00, -1.770676e+00, -6.344175e-01, -6.344175e-01, 5.183924e-01, 5.183924e-01, 9.393360e-01, 9.393360e-01, 1.470376e+00, 1.470376e+00
-1.829652e-01, -2.301959e+00, -2.301959e+00, -1.758620e+00, -1.758620e+00, -6.150756e-01, -6.150756e-01, 5.016861e-01, 5.016861e-01, 9.242794e-01, 9.242794e-01, 1.448700e+00, 1.448700e+00
-1.774208e-01, -2.280117e+00, -2.280117e+00, -1.747062e+00, -1.747062e+00, -5.958498e-01, -5.958498e-01, 4.851160e-01, 4.851160e-01, 9.097472e-01, 9.097472e-01, 1.427176e+00, 1.427176e+00
-1.718764e-01, -2.258483e+00, -2.258483e+00, -1.736018e+00, -1.736018e+00, -5.767415e-01, -5.767415e-01, 4.686716e-01, 4.686716e-01, 8.957686e-01, 8.957686e-01, 1.405812e+00, 1.405812e+00
-1.663320e-01, -2.237064e+00, -2.237064e+00, -1.725502e+00, -1.725502e+00, -5.577519e-01, -5.577519e-01, 4.523413e-01, 4.523413e-01, 8.823734e-01, 8.823734e-01, 1.384613e+00, 1.384613e+00
-1.607876e-01, -2.215869e+00, -2.215869e+00, -1.715531e+00, -1.715531e+00, -5.388818e-01, -5.388818e-01, 4.361128e-01, 4.361128e-01, 8.695912e-01, 8.695912e-01, 1.363588e+00, 1.363588e+00
-1.552432e-01, -2.194909e+00, -2.194909e+00, -1.706120e+00, -1.706120e+00, -5.201317e-01, -5.201317e-01, 4.199733e-01, 4.199733e-01, 8.574517e-01, 8.574517e-01, 1.342745e+00, 1.342745e+00
-1.496988e-01, -2.174192e+00, -2.174192e+00, -1.697281e+00, -1.697281e+00, -5.015017e-01, -5.015017e-01, 4.039094e-01, 4.039094e-01, 8.459841e-01, 8.459841e-01, 1.322092e+00, 1.322092e+00
