-2.772200e-01, -3.328723e+00, -3.328723e+00, -2.189045e+00, -2.189045e+00, -7.137796e-02, -7.137796e-02, 4.341387e-01, 4.341387e-01, 2.493735e+00, 2.493735e+00, 3.183309e+00, 3.183309e+00
-2.716756e-01, -3.277010e+00, -3.277010e+00, -2.147120e+00, -2.147120e+00, -7.421693e-02, -7.421693e-02, 4.388650e-01, 4.388650e-01, 2.442336e+00, 2.442336e+00, 3.139183e+00, 3.139183e+00
-2.661312e-01, -3.225403e+00, -3.225403e+00, -2.105429e+00, -2.105429e+00, -7.710468e-02, -7.710468e-02, 4.437352e-01, 4.437352e-01, 2.391059e+00, 2.391059e+00, 3.095179e+00, 3.095179e+00
-2.605868e-01, -3.173906e+00, -3.173906e+00, -2.063985e+00, -2.063985e+00, -8.004005e-02, -8.004005e-02, 4.487542e-01, 4.487542e-01, 2.339911e+00, 2.339911e+00, 3.051303e+00, 3.051303e+00
-2.550424e-01, -3.122525e+00, -3.122525e+00, -2.022803e+00, -2.022803e+00, -8.302149e-02, -8.302149e-02, 4.539273e-01, 4.539273e-01, 2.288899e+00, 2.288899e+00, 3.007559e+00, 3.007559e+00
-2.494980e-01, -3.071266e+00, -3.071266e+00, -1.981897e+00, -1.981897e+00, -8.604696e-02, -8.604696e-02, 4.592597e-01, 4.592597e-01, 2.238031e+00, 2.238031e+00, 2.963956e+00, 2.963956e+00
-2.439536e-01, -3.020135e+00, -3.020135e+00, -1.941284e+00, -1.941284e+00, -8.911389e-02, -8.911389e-02, 4.647568e-01, 4.647568e-01, 2.187316e+00, 2.187316e+00, 2.920497e+00, 2.920497e+00
-2.384092e-01, -2.969139e+00, -2.969139e+00, -1.900981e+00, -1.900981e+00, -9.221910e-02, -9.221910e-02, 4.704239e-01, 4.704239e-01, 2.136762e+00, 2.136762e+00, 2.877191e+00, 2.877191e+00
-2.328648e-01, -2.918285e+00, -2.918285e+00, -1.861009e+00, -1.861009e+00, -9.535866e-02, -9.535866e-02, 4.762663e-01, 4.762663e-01, 2.086379e+00, 2.086379e+00, 2.834045e+00, 2.834045e+00
-2.273204e-01, -2.867581e+00, -2.867581e+00, -1.821386e+00, -1.821386e+00, -9.852782e-02, -9.852782e-02, 4.822893e-01, 4.822893e-01, 2.036178e+00, 2.036178e+00, 2.791065e+00, 2.791065e+00
-2.217760e-01, -2.817035e+00, -2.817035e+00, -1.782136e+00, -1.782136e+00, -1.017209e-01, -1.017209e-01, 4.884979e-01, 4.884979e-01, 1.986171e+00, 1.986171e+00, 2.748261e+00, 2.748261e+00
-2.162316e-01, -2.766656e+00, -2.766656e+00, -1.743283e+00, -1.743283e+00, -1.049309e-01, -1.049309e-01, 4.948970e-01, 4.948970e-01, 1.936370e+00, 1.936370e+00, 2.705640e+00, 2.705640e+00
-2.106872e-01, -2.716452e+00, -2.716452e+00, -1.704852e+00, -1.704852e+00, -1.081498e-01, -1.081498e-01, 5.014912e-01, 5.014912e-01, 1.886789e+00, 1.886789e+00, 2.663211e+00, 2.663211e+00
-2.051428e-01, -2.666434e+00, -2.666434e+00, -1.666874e+00, -1.666874e+00, -1.113680e-01, -1.113680e-01, 5.082843e-01, 5.082843e-01, 1.837444e+00, 1.837444e+00, 2.620985e+00, 2.620985e+00
-1.995984e-01, -2.616613e+00, -2.616613e+00, -1.629378e+00, -1.629378e+00, -1.145741e-01, -1.145741e-01, 5.152797e-01, 5.152797e-01, 1.788351e+00, 1.788351e+00, 2.578972e+00, 2.578972e+00
-1.940540e-01, -2.566999e+00, -2.566999e+00, -1.592400e+00, -1.592400e+00, -1.177548e-01, -1.177548e-01, 5.224799e-01, 5.224799e-01, 1.739529e+00, 1.739529e+00, 2.537182e+00, 2.537182e+00
-1.885096e-01, -2.517606e+00, -2.517606e+00, -1.555975e+00, -1.555975e+00, -1.208948e-01, -1.208948e-01, 5.298862e-01, 5.298862e-01, 1.690998e+00, 1.690998e+00, 2.495628e+00, 2.495628e+00
-1.829652e-01, -2.468445e+00, -2.468445e+00, -1.520145e+00, -1.520145e+00, -1.239758e-01, -1.239758e-01, 5.374982e-01, 5.374982e-01, 1.642783e+00, 1.642783e+00, 2.454322e+00, 2.454322e+00
-1.774208e-01, -2.419531e+00, -2.419531e+00, -1.484955e+00, -1.484955e+00, -1.269772e-01, -1.269772e-01, 5.453136e-01, 5.453136e-01, 1.594908e+00, 1.594908e+00, 2.413278e+00, 2.413278e+00
-1.718764e-01, -2.370879e+00, -2.370879e+00, -1.450452e+00, -1.450452e+00, -1.298746e-01, -1.298746e-01, 5.533276e-01, 5.533276e-01, 1.547405e+00, 1.547405e+00, 2.372510e+00, 2.372510e+00
