-1.386100e-01, -5.559132e-02, -5.559132e-02, 1.352162e-01, 1.352162e-01
-1.358378e-01, -5.658974e-02, -5.658974e-02, 1.304172e-01, 1.304172e-01
-1.330656e-01, -5.752977e-02, -5.752977e-02, 1.256769e-01, 1.256769e-01
-1.302934e-01, -5.841140e-02, -5.841140e-02, 1.209953e-01, 1.209953e-01
-1.275212e-01, -5.923467e-02, -5.923467e-02, 1.163725e-01, 1.163725e-01
-1.247490e-01, -5.999956e-02, -5.999956e-02, 1.118084e-01, 1.118084e-01
-1.219768e-01, -6.070611e-02, -6.070611e-02, 1.073031e-01, 1.073031e-01
-1.192046e-01, -6.135432e-02, -6.135432e-02, 1.028566e-01, 1.028566e-01
-1.164324e-01, -6.194422e-02, -6.194422e-02, 9.846884e-02, 9.846884e-02
-1.136602e-01, -6.247581e-02, -6.247581e-02, 9.413994e-02, 9.413994e-02
-1.108880e-01, -6.294912e-02, -6.294912e-02, 8.986987e-02, 8.986987e-02
-1.081158e-01, -6.336416e-02, -6.336416e-02, 8.565867e-02, 8.565867e-02
-1.053436e-01, -6.372097e-02, -6.372097e-02, 8.150635e-02, 8.150635e-02
-1.025714e-01, -6.401956e-02, -6.401956e-02, 7.741293e-02, 7.741293e-02
-9.979920e-02, -6.425998e-02, -6.425998e-02, 7.337845e-02, 7.337845e-02
-9.702700e-02, -6.444224e-02, -6.444224e-02, 6.940295e-02, 6.940295e-02
-9.425480e-02, -6.456638e-02, -6.456638e-02, 6.548644e-02, 6.548644e-02
-9.148260e-02, -6.463245e-02, -6.463245e-02, 6.162898e-02, 6.162898e-02
-8.871040e-02, -6.464049e-02, -6.464049e-02, 5.783061e-02, 5.783061e-02
-8.593820e-02, -6.459055e-02, -6.459055e-02, 5.409138e-02, 5.409138e-02
-8.316600e-02, -6.448268e-02, -6.448268e-02, 5.041135e-02, 5.041135e-02
-8.039380e-02, -6.431696e-02, -6.431696e-02, 4.679057e-02, 4.679057e-02
-7.762160e-02, -6.409345e-02, -6.409345e-02, 4.322914e-02, 4.322914e-02
-7.484940e-02, -6.381225e-02, -6.381225e-02, 3.972713e-02, 3.972713e-02
-7.207720e-02, -6.347344e-02, -6.347344e-02, 3.628464e-02, 3.628464e-02
-6.930500e-02, -6.307715e-02, -6.307715e-02, 3.290178e-02, 3.290178e-02
-6.653280e-02, -6.262351e-02, -6.262351e-02, 2.957869e-02, 2.957869e-02
-6.376060e-02, -6.211266e-02, -6.211266e-02, 2.631552e-02, 2.631552e-02
-6.098840e-02, -6.154480e-02, -6.154480e-02, 2.311245e-02, 2.311245e-02
-5.821620e-02, -6.092014e-02, -6.092014e-02, 1.996970e-02, 1.996970e-02
-5.544400e-02, -6.023893e-02, -6.023893e-02, 1.688753e-02, 1.688753e-02
-5.267180e-02, -5.950148e-02, -5.950148e-02, 1.386624e-02, 1.386624e-02
-4.989960e-02, -5.870818e-02, -5.870818e-02, 1.090621e-02, 1.090621e-02
-4.712740e-02, -5.785948e-02, -5.785948e-02, 8.007906e-03, 8.007906e-03
-4.435520e-02, -5.695596e-02, -5.695596e-02, 5.171900e-03, 5.171900e-03
-4.158300e-02, -5.599833e-02, -5.599833e-02, 2.398909e-03, 2.398909e-03
-3.881080e-02, -5.498751e-02, -5.498751e-02, -3.101562e-04, -3.101562e-04
-3.603860e-02, -5.392467e-02, -5.392467e-02, -2.954119e-03, -2.954119e-03
-3.326640e-02, -5.281135e-02, -5.281135e-02, -5.531443e-03, -5.531443e-03
