-2.772200e-01, -2.550072e+00, -2.550072e+00, -3.070394e-01, -3.070394e-01, 9.519723e-01, 9.519723e-01, 2.132531e+00, 2.132531e+00
-2.716756e-01, -2.509185e+00, -2.509185e+00, -3.056829e-01, -3.056829e-01, 9.519722e-01, 9.519722e-01, 2.090288e+00, 2.090288e+00
-2.661312e-01, -2.468433e+00, -2.468433e+00, -3.042555e-01, -3.042555e-01, 9.519722e-01, 9.519722e-01, 2.048108e+00, 2.048108e+00
-2.605868e-01, -2.427824e+00, -2.427824e+00, -3.027522e-01, -3.027522e-01, 9.519722e-01, 9.519722e-01, 2.005995e+00, 2.005995e+00
-2.550424e-01, -2.387366e+00, -2.387366e+00, -3.011679e-01, -3.011679e-01, 9.519721e-01, 9.519721e-01, 1.963953e+00, 1.963953e+00
-2.494980e-01, -2.347068e+00, -2.347068e+00, -2.994970e-01, -2.994970e-01, 9.519721e-01, 9.519721e-01, 1.921984e+00, 1.921984e+00
-2.439536e-01, -2.306941e+00, -2.306941e+00, -2.977333e-01, -2.977333e-01, 9.519720e-01, 9.519720e-01, 1.880094e+00, 1.880094e+00
-2.384092e-01, -2.266995e+00, -2.266995e+00, -2.958702e-01, -2.958702e-01, 9.519720e-01, 9.519720e-01, 1.838285e+00, 1.838285e+00
-2.328648e-01, -2.227242e+00, -2.227242e+00, -2.939006e-01, -2.939006e-01, 9.519720e-01, 9.519720e-01, 1.796562e+00, 1.796562e+00
-2.273204e-01, -2.187693e+00, -2.187693e+00, -2.918167e-01, -2.918167e-01, 9.519719e-01, 9.519719e-01, 1.754930e+00, 1.754930e+00
-2.217760e-01, -2.148364e+00, -2.148364e+00, -2.896101e-01, -2.896101e-01, 9.519719e-01, 9.519719e-01, 1.713393e+00, 1.713393e+00
-2.162316e-01, -2.109267e+00, -2.109267e+00, -2.872718e-01, -2.872718e-01, 9.519718e-01, 9.519718e-01, 1.671959e+00, 1.671959e+00
-2.106872e-01, -2.070419e+00, -2.070419e+00, -2.847920e-01, -2.847920e-01, 9.519718e-01, 9.519718e-01, 1.630631e+00, 1.630631e+00
-2.051428e-01, -2.031836e+00, -2.031836e+00, -2.821599e-01, -2.821599e-01, 9.519718e-01, 9.519718e-01, 1.589416e+00, 1.589416e+00
-1.995984e-01, -1.993537e+00, -1.993537e+00, -2.793642e-01, -2.793642e-01, 9.519717e-01, 9.519717e-01, 1.548321e+00, 1.548321e+00
-1.940540e-01, -1.955542e+00, -1.955542e+00, -2.763923e-01, -2.763923e-01, 9.519717e-01, 9.519717e-01, 1.507354e+00, 1.507354e+00
-1.885096e-01, -1.917871e+00, -1.917871e+00, -2.732308e-01, -2.732308e-01, 9.519717e-01, 9.519717e-01, 1.466522e+00, 1.466522e+00
-1.829652e-01, -1.880548e+00, -1.880548e+00, -2.698652e-01, -2.698652e-01, 9.519716e-01, 9.519716e-01, 1.425833e+00, 1.425833e+00
-1.774208e-01, -1.843597e+00, -1.843597e+00, -2.662798e-01, -2.662798e-01, 9.519716e-01, 9.519716e-01, 1.385297e+00, 1.385297e+00
-1.718764e-01, -1.807046e+00, -1.807046e+00, -2.624579e-01, -2.624579e-01, 9.519716e-01, 9.519716e-01, 1.344924e+00, 1.344924e+00
-1.663320e-01, -1.770923e+00, -1.770923e+00, -2.583813e-01, -2.583813e-01, 9.519715e-01, 9.519715e-01, 1.304724e+00, 1.304724e+00
-1.607876e-01, -1.735260e+00, -1.735260e+00, -2.540308e-01, -2.540308e-01, 9.519715e-01, 9.519715e-01, 1.264710e+00, 1.264710e+00
-1.552432e-01, -1.700089e+00, -1.700089e+00, -2.493856e-01, -2.493856e-01, 9.519715e-01, 9.519715e-01, 1.224895e+00, 1.224895e+00
-1.496988e-01, -1.665448e+00, -1.665448e+00, -2.444240e-01, -2.444240e-01, 9.519714e-01, 9.519714e-01, 1.185292e+00, 1.185292e+00
-1.441544e-01, -1.631375e+00, -1.631375e+00, -2.391227e-01, -2.391227e-01, 9.519714e-01, 9.519714e-01, 1.145918e+00, 1.145918e+00
-1.386100e-01, -1.597911e+00, -1.597911e+00, -2.334574e-01, -2.334574e-01, 9.519713e-01, 9.519713e-01, 1.106789e+00, 1.106789e+00
-1.330656e-01, -1.565101e+00, -1.565101e+00, -2.274029e-01, -2.274029e-01, 9.519713e-01, 9.519713e-01, 1.067925e+00, 1.067925e+00
-1.275212e-01, -1.532992e+00, -1.532992e+00, -2.209329e-01, -2.209329e-01, 9.519711e-01, 9.519711e-01, 1.029346e+00, 1.029346e+00
-1.219768e-01, -1.501634e+00, -1.501634e+00, -2.140211e-01, -2.140211e-01, 9.519708e-01, 9.519708e-01, 9.910759e-01, 9.910759e-01
-1.164324e-01, -1.471079e+00, -1.471079e+00, -2.066406e-01, -2.066406e-01, 9.519508e-01, 9.519508e-01, 9.531607e-01, 9.531607e-01
-1.108880e-01, -1.441384e+00, -1.441384e+00, -1.987654e-01, -1.987654e-01, 9.155685e-01, 9.155685e-01, 9.519721e-01, 9.519721e-01
-1.053436e-01, -1.412605e+00, -1.412605e+00, -1.903707e-01, -1.903707e-01, 8.783951e-01, 8.783951e-01, 9.519717e-01, 9.519717e-01
-9.979920e-02, -1.384802e+00, -1.384802e+00, -1.814338e-01, -1.814338e-01, 8.416559e-01, 8.416559e-01, 9.519716e-01, 9.519716e-01
-9.425480e-02, -1.358038e+00, -1.358038e+00, -1.719355e-01, -1.719355e-01, 8.053938e-01, 8.053938e-01, 9.519715e-01, 9.519715e-01
-8.871040e-02, -1.332376e+00, -1.332376e+00, -1.618618e-01, -1.618618e-01, 7.696577e-01, 7.696577e-01, 9.519715e-01, 9.519715e-01
-8.316600e-02, -1.307879e+00, -1.307879e+00, -1.512052e-01, -1.512052e-01, 7.345039e-01, 7.345039e-01, 9.519714e-01, 9.519714e-01
-7.762160e-02, -1.284610e+00, -1.284610e+00, -1.399678e-01, -1.399678e-01, 6.999984e-01, 6.999984e-01, 9.519714e-01, 9.519714e-01
-7.207720e-02, -1.262635e+00, -1.262635e+00, -1.281639e-01, -1.281639e-01, 6.662187e-01, 6.662187e-01, 9.519714e-01, 9.519714e-01
-6.653280e-02, -1.242013e+00, -1.242013e+00, -1.158238e-01, -1.158238e-01, 6.332570e-01, 6.332570e-01, 9.519714e-01, 9.519714e-01
-6.098840e-02, -1.222805e+00, -1.222805e+00, -1.029982e-01, -1.029982e-01, 6.012238e-01, 6.012238e-01, 9.519714e-01, 9.519714e-01
-5.544400e-02, -1.205069e+00, -1.205069e+00, -8.976458e-02, -8.976458e-02, 5.702535e-01, 5.702535e-01, 9.519713e-01, 9.519713e-01
-4.989960e-02, -1.188856e+00, -1.188856e+00, -7.623436e-02, -7.623436e-02, 5.405106e-01, 5.405106e-01, 9.519713e-01, 9.519713e-01
-4.435520e-02, -1.174217e+00, -1.174217e+00, -6.256204e-02, -6.256204e-02, 5.121989e-01, 5.121989e-01, 9.519713e-01, 9.519713e-01
-3.881080e-02, -1.161195e+00, -1.161195e+00, -4.895657e-02, -4.895657e-02, 4.855717e-01, 4.855717e-01, 9.519713e-01, 9.519713e-01
-3.326640e-02, -1.149830e+00, -1.149830e+00, -3.569402e-02, -3.569402e-02, 4.609445e-01, 4.609445e-01, 9.519713e-01, 9.519713e-01
-2.772200e-02, -1.140157e+00, -1.140157e+00, -2.312977e-02, -2.312977e-02, 4.387068e-01, 4.387068e-01, 9.519713e-01, 9.519713e-01
-2.217760e-02, -1.132203e+00, -1.132203e+00, -1.170554e-02, -1.170554e-02, 4.193292e-01, 4.193292e-01, 9.519713e-01, 9.519713e-01
-1.663320e-02, -1.125993e+00, -1.125993e+00, -1.941692e-03, -1.941692e-03, 4.033553e-01, 4.033553e-01, 9.519713e-01, 9.519713e-01
-1.108880e-02, -1.121545e+00, -1.121545e+00, 5.598688e-03, 5.598688e-03, 3.913663e-01, 3.913663e-01, 9.519713e-01, 9.519713e-01
-5.544400e-03, -1.118870e+00, -1.118870e+00, 1.038519e-02, 1.038519e-02, 3.839055e-01, 3.839055e-01, 9.519713e-01, 9.519713e-01
0.000000e+00, -1.117978e+00, -1.117978e+00, 1.202872e-02, 1.202872e-02, 3.813696e-01, 3.813696e-01, 9.519713e-01, 9.519713e-01
5.544400e-03, -1.118870e+00, -1.118870e+00, 1.038540e-02, 1.038540e-02, 3.839053e-01, 3.839053e-01, 9.519713e-01, 9.519713e-01
1.108880e-02, -1.121545e+00, -1.121545e+00, 5.600336e-03, 5.600336e-03, 3.913651e-01, 3.913651e-01, 9.519713e-01, 9.519713e-01
