-1.386100e-01, -1.073253e+00, -1.073253e+00, -1.984987e-02, -1.984987e-02, 3.902929e-01, 3.902929e-01, 1.130250e+00, 1.130250e+00, 1.639653e+00, 1.639653e+00
-1.358378e-01, -1.075015e+00, -1.075015e+00, -1.895515e-02, -1.895515e-02, 3.897133e-01, 3.897133e-01, 1.123558e+00, 1.123558e+00, 1.633299e+00, 1.633299e+00
-1.330656e-01, -1.076743e+00, -1.076743e+00, -1.805391e-02, -1.805391e-02, 3.891615e-01, 3.891615e-01, 1.116976e+00, 1.116976e+00, 1.627058e+00, 1.627058e+00
-1.302934e-01, -1.078435e+00, -1.078435e+00, -1.714718e-02, -1.714718e-02, 3.886367e-01, 3.886367e-01, 1.110507e+00, 1.110507e+00, 1.620930e+00, 1.620930e+00
-1.275212e-01, -1.080093e+00, -1.080093e+00, -1.623603e-02, -1.623603e-02, 3.881382e-01, 3.881382e-01, 1.104149e+00, 1.104149e+00, 1.614917e+00, 1.614917e+00
-1.247490e-01, -1.081715e+00, -1.081715e+00, -1.532150e-02, -1.532150e-02, 3.876650e-01, 3.876650e-01, 1.097906e+00, 1.097906e+00, 1.609019e+00, 1.609019e+00
-1.219768e-01, -1.083302e+00, -1.083302e+00, -1.440467e-02, -1.440467e-02, 3.872166e-01, 3.872166e-01, 1.091777e+00, 1.091777e+00, 1.603237e+00, 1.603237e+00
-1.192046e-01, -1.084855e+00, -1.084855e+00, -1.348662e-02, -1.348662e-02, 3.867920e-01, 3.867920e-01, 1.085764e+00, 1.085764e+00, 1.597572e+00, 1.597572e+00
-1.164324e-01, -1.086372e+00, -1.086372e+00, -1.256844e-02, -1.256844e-02, 3.863906e-01, 3.863906e-01, 1.079869e+00, 1.079869e+00, 1.592024e+00, 1.592024e+00
-1.136602e-01, -1.087854e+00, -1.087854e+00, -1.165123e-02, -1.165123e-02, 3.860115e-01, 3.860115e-01, 1.074091e+00, 1.074091e+00, 1.586594e+00, 1.586594e+00
-1.108880e-01, -1.089300e+00, -1.089300e+00, -1.073610e-02, -1.073610e-02, 3.856540e-01, 3.856540e-01, 1.068432e+00, 1.068432e+00, 1.581283e+00, 1.581283e+00
-1.081158e-01, -1.090712e+00, -1.090712e+00, -9.824164e-03, -9.824164e-03, 3.853174e-01, 3.853174e-01, 1.062894e+00, 1.062894e+00, 1.576092e+00, 1.576092e+00
-1.053436e-01, -1.092088e+00, -1.092088e+00, -8.916544e-03, -8.916544e-03, 3.850008e-01, 3.850008e-01, 1.057477e+00, 1.057477e+00, 1.571021e+00, 1.571021e+00
-1.025714e-01, -1.093429e+00, -1.093429e+00, -8.014365e-03, -8.014365e-03, 3.847036e-01, 3.847036e-01, 1.052183e+00, 1.052183e+00, 1.566071e+00, 1.566071e+00
-9.979920e-02, -1.094734e+00, -1.094734e+00, -7.118754e-03, -7.118754e-03, 3.844249e-01, 3.844249e-01, 1.047013e+00, 1.047013e+00, 1.561243e+00, 1.561243e+00
-9.702700e-02, -1.096004e+00, -1.096004e+00, -6.230843e-03, -6.230843e-03, 3.841640e-01, 3.841640e-01, 1.041967e+00, 1.041967e+00, 1.556537e+00, 1.556537e+00
-9.425480e-02, -1.097239e+00, -1.097239e+00, -5.351762e-03, -5.351762e-03, 3.839203e-01, 3.839203e-01, 1.037047e+00, 1.037047e+00, 1.551955e+00, 1.551955e+00
-9.148260e-02, -1.098438e+00, -1.098438e+00, -4.482644e-03, -4.482644e-03, 3.836928e-01, 3.836928e-01, 1.032255e+00, 1.032255e+00, 1.547496e+00, 1.547496e+00
-8.871040e-02, -1.099602e+00, -1.099602e+00, -3.624616e-03, -3.624616e-03, 3.834810e-01, 3.834810e-01, 1.027590e+00, 1.027590e+00, 1.543162e+00, 1.543162e+00
-8.593820e-02, -1.100730e+00, -1.100730e+00, -2.778803e-03, -2.778803e-03, 3.832841e-01, 3.832841e-01, 1.023055e+00, 1.023055e+00, 1.538953e+00, 1.538953e+00
-8.316600e-02, -1.101823e+00, -1.101823e+00, -1.946325e-03, -1.946325e-03, 3.831014e-01, 3.831014e-01, 1.018650e+00, 1.018650e+00, 1.534870e+00, 1.534870e+00
-8.039380e-02, -1.102880e+00, -1.102880e+00, -1.128294e-03, -1.128294e-03, 3.829322e-01, 3.829322e-01, 1.014377e+00, 1.014377e+00, 1.530914e+00, 1.530914e+00
-7.762160e-02, -1.103902e+00, -1.103902e+00, -3.258138e-04, -3.258138e-04, 3.827758e-01, 3.827758e-01, 1.010237e+00, 1.010237e+00, 1.527085e+00, 1.527085e+00
-7.484940e-02, -1.104888e+00, -1.104888e+00, 4.600235e-04, 4.600235e-04, 3.826316e-01, 3.826316e-01, 1.006230e+00, 1.006230e+00, 1.523384e+00, 1.523384e+00
-7.207720e-02, -1.105838e+00, -1.105838e+00, 1.228138e-03, 1.228138e-03, 3.824989e-01, 3.824989e-01, 1.002359e+00, 1.002359e+00, 1.519812e+00, 1.519812e+00
-6.930500e-02, -1.106753e+00, -1.106753e+00, 1.977463e-03, 1.977463e-03, 3.823771e-01, 3.823771e-01, 9.986226e-01, 9.986226e-01, 1.516368e+00, 1.516368e+00
-6.653280e-02, -1.107632e+00, -1.107632e+00, 2.706951e-03, 2.706951e-03, 3.822655e-01, 3.822655e-01, 9.950237e-01, 9.950237e-01, 1.513055e+00, 1.513055e+00
-6.376060e-02, -1.108475e+00, -1.108475e+00, 3.415572e-03, 3.415572e-03, 3.821634e-01, 3.821634e-01, 9.915627e-01, 9.915627e-01, 1.509872e+00, 1.509872e+00
-6.098840e-02, -1.109282e+00, -1.109282e+00, 4.102315e-03, 4.102315e-03, 3.820705e-01, 3.820705e-01, 9.882408e-01, 9.882408e-01, 1.506820e+00, 1.506820e+00
-5.821620e-02, -1.110054e+00, -1.110054e+00, 4.766195e-03, 4.766195e-03, 3.819859e-01, 3.819859e-01, 9.850588e-01, 9.850588e-01, 1.503899e+00, 1.503899e+00
-5.544400e-02, -1.110790e+00, -1.110790e+00, 5.406248e-03, 5.406248e-03, 3.819093e-01, 3.819093e-01, 9.820178e-01, 9.820178e-01, 1.501110e+00, 1.501110e+00
-5.267180e-02, -1.111491e+00, -1.111491e+00, 6.021541e-03, 6.021541e-03, 3.818400e-01, 3.818400e-01, 9.791187e-01, 9.791187e-01, 1.498454e+00, 1.498454e+00
-4.989960e-02, -1.112155e+00, -1.112155e+00, 6.611167e-03, 6.611167e-03, 3.817775e-01, 3.817775e-01, 9.763623e-01, 9.763623e-01, 1.495931e+00, 1.495931e+00
-4.712740e-02, -1.112784e+00, -1.112784e+00, 7.174251e-03, 7.174251e-03, 3.817213e-01, 3.817213e-01, 9.737496e-01, 9.737496e-01, 1.493541e+00, 1.493541e+00
-4.435520e-02, -1.113377e+00, -1.113377e+00, 7.709953e-03, 7.709953e-03, 3.816710e-01, 3.816710e-01, 9.712814e-01, 9.712814e-01, 1.491285e+00, 1.491285e+00
-4.158300e-02, -1.113933e+00, -1.113933e+00, 8.217465e-03, 8.217465e-03, 3.816261e-01, 3.816261e-01, 9.689586e-01, 9.689586e-01, 1.489164e+00, 1.489164e+00
-3.881080e-02, -1.114455e+00, -1.114455e+00, 8.696020e-03, 8.696020e-03, 3.815862e-01, 3.815862e-01, 9.667818e-01, 9.667818e-01, 1.487178e+00, 1.487178e+00
-3.603860e-02, -1.114940e+00, -1.114940e+00, 9.144887e-03, 9.144887e-03, 3.815508e-01, 3.815508e-01, 9.647518e-01, 9.647518e-01, 1.485327e+00, 1.485327e+00
-3.326640e-02, -1.115389e+00, -1.115389e+00, 9.563378e-03, 9.563378e-03, 3.815197e-01, 3.815197e-01, 9.628693e-01, 9.628693e-01, 1.483611e+00, 1.483611e+00
-3.049420e-02, -1.115803e+00, -1.115803e+00, 9.950848e-03, 9.950848e-03, 3.814923e-01, 3.814923e-01, 9.611349e-01, 9.611349e-01, 1.482032e+00, 1.482032e+00
-2.772200e-02, -1.116180e+00, -1.116180e+00, 1.030670e-02, 1.030670e-02, 3.814685e-01, 3.814685e-01, 9.595493e-01, 9.595493e-01, 1.480588e+00, 1.480588e+00
-2.494980e-02, -1.116522e+00, -1.116522e+00, 1.063037e-02, 1.063037e-02, 3.814478e-01, 3.814478e-01, 9.581130e-01, 9.581130e-01, 1.479282e+00, 1.479282e+00
-2.217760e-02, -1.116827e+00, -1.116827e+00, 1.092136e-02, 1.092136e-02, 3.814301e-01, 3.814301e-01, 9.568265e-01, 9.568265e-01, 1.478112e+00, 1.478112e+00
-1.940540e-02, -1.117097e+00, -1.117097e+00, 1.117921e-02, 1.117921e-02, 3.814150e-01, 3.814150e-01, 9.556902e-01, 9.556902e-01, 1.477079e+00, 1.477079e+00
-1.663320e-02, -1.117331e+00, -1.117331e+00, 1.140351e-02, 1.140351e-02, 3.814024e-01, 3.814024e-01, 9.547047e-01, 9.547047e-01, 1.476183e+00, 1.476183e+00
-1.386100e-02, -1.117529e+00, -1.117529e+00, 1.159391e-02, 1.159391e-02, 3.813921e-01, 3.813921e-01, 9.538701e-01, 9.538701e-01, 1.475425e+00, 1.475425e+00
-1.108880e-02, -1.117690e+00, -1.117690e+00, 1.175011e-02, 1.175011e-02, 3.813838e-01, 3.813838e-01, 9.531869e-01, 9.531869e-01, 1.474805e+00, 1.474805e+00
-8.316600e-03, -1.117816e+00, -1.117816e+00, 1.187185e-02, 1.187185e-02, 3.813775e-01, 3.813775e-01, 9.526552e-01, 9.526552e-01, 1.474322e+00, 1.474322e+00
-5.544400e-03, -1.117906e+00, -1.117906e+00, 1.195895e-02, 1.195895e-02, 3.813731e-01, 3.813731e-01, 9.522753e-01, 9.522753e-01, 1.473977e+00, 1.473977e+00
-2.772200e-03, -1.117960e+00, -1.117960e+00, 1.201127e-02, 1.201127e-02, 3.813705e-01, 3.813705e-01, 9.520473e-01, 9.520473e-01, 1.473770e+00, 1.473770e+00
0.000000e+00, -1.117978e+00, -1.117978e+00, 1.202872e-02, 1.202872e-02, 3.813696e-01, 3.813696e-01, 9.519713e-01, 9.519713e-01, 1.473701e+00, 1.473701e+00
