-0.554440000000000E+00,  -0.132268226299159E+02,  -0.132268226299158E+02,  -0.949304684651711E+01,  -0.949304684651711E+01,  -0.325437416497469E+01,  -0.325437416497468E+01,  -0.230754512003114E+01,  -0.230754512003114E+01,  -0.165994575948216E+01,  -0.165994575948216E+01,   0.148072667239377E+01,   0.148072667239378E+01,   0.178822644698340E+01,   0.178822644698340E+01,   0.244951358095862E+01,   0.244951358095863E+01
-0.543351200000000E+00,  -0.132160518632092E+02,  -0.132160518632092E+02,  -0.951946299704823E+01,  -0.951946299704821E+01,  -0.323811648961454E+01,  -0.323811648961454E+01,  -0.229735904603786E+01,  -0.229735904603785E+01,  -0.164077420076592E+01,  -0.164077420076592E+01,   0.146265742630721E+01,   0.146265742630721E+01,   0.177406653051541E+01,   0.177406653051542E+01,   0.243270581105459E+01,   0.243270581105459E+01
-0.532262400000000E+00,  -0.132044742920923E+02,  -0.132044742920923E+02,  -0.954761662897323E+01,  -0.954761662897322E+01,  -0.322070420062809E+01,  -0.322070420062808E+01,  -0.228639625131372E+01,  -0.228639625131372E+01,  -0.162035813059269E+01,  -0.162035813059268E+01,   0.144336123603662E+01,   0.144336123603662E+01,   0.175884857417191E+01,   0.175884857417191E+01,   0.241471075556029E+01,   0.241471075556029E+01
-0.521173600000000E+00,  -0.131920944731004E+02,  -0.131920944731004E+02,  -0.957744864502113E+01,  -0.957744864502113E+01,  -0.320215758212627E+01,  -0.320215758212626E+01,  -0.227466324119758E+01,  -0.227466324119758E+01,  -0.159874084879098E+01,  -0.159874084879098E+01,   0.142287280395355E+01,   0.142287280395356E+01,   0.174258219645126E+01,   0.174258219645126E+01,   0.239555091289977E+01,   0.239555091289977E+01
-0.510084800000000E+00,  -0.131789171985432E+02,  -0.131789171985432E+02,  -0.960889773636167E+01,  -0.960889773636165E+01,  -0.318249807750647E+01,  -0.318249807750647E+01,  -0.226216832767116E+01,  -0.226216832767116E+01,  -0.157596658089507E+01,  -0.157596658089507E+01,   0.140122895652448E+01,   0.140122895652448E+01,   0.172527849085995E+01,   0.172527849085995E+01,   0.237525006885993E+01,   0.237525006885993E+01
-0.498996000000000E+00,  -0.131649474811067E+02,  -0.131649474811067E+02,  -0.964190068986618E+01,  -0.964190068986616E+01,  -0.316174826253242E+01,  -0.316174826253242E+01,  -0.224892176767744E+01,  -0.224892176767744E+01,  -0.155208025710991E+01,  -0.155208025710991E+01,   0.137846863327948E+01,   0.137846863327948E+01,   0.170695013548423E+01,   0.170695013548423E+01,   0.235383324324366E+01,   0.235383324324367E+01
-0.487907200000000E+00,  -0.131501905385030E+02,  -0.131501905385030E+02,  -0.967639268818258E+01,  -0.967639268818258E+01,  -0.313993182413336E+01,  -0.313993182413336E+01,  -0.223493589342042E+01,  -0.223493589342041E+01,  -0.152712731851042E+01,  -0.152712731851042E+01,   0.135463288411862E+01,   0.135463288411862E+01,   0.168761150446603E+01,   0.168761150446603E+01,   0.233132663692108E+01,   0.233132663692108E+01
-0.476818400000000E+00,  -0.131346517783936E+02,  -0.131346517783936E+02,  -0.971230760019227E+01,  -0.971230760019226E+01,  -0.311707354528771E+01,  -0.311707354528770E+01,  -0.222022523782001E+01,  -0.222022523782001E+01,  -0.150115355041683E+01,  -0.150115355041683E+01,   0.132976487386816E+01,   0.132976487386817E+01,   0.166727878345246E+01,   0.166727878345246E+01,   0.230775757993248E+01,   0.230775757993248E+01
-0.465729600000000E+00,  -0.131183367838258E+02,  -0.131183367838258E+02,  -0.974957825978609E+01,  -0.974957825978609E+01,  -0.309319929623500E+01,  -0.309319929623500E+01,  -0.220480665862983E+01,  -0.220480665862983E+01,  -0.147420494240257E+01,  -0.147420494240257E+01,   0.130390989271868E+01,   0.130390989271868E+01,   0.164597009148175E+01,   0.164597009148176E+01,   0.228315448131727E+01,   0.228315448131728E+01
-0.454640800000000E+00,  -0.131012512994496E+02,  -0.131012512994496E+02,  -0.978813673125396E+01,  -0.978813673125396E+01,  -0.306833603215895E+01,  -0.306833603215895E+01,  -0.218869946490051E+01,  -0.218869946490051E+01,  -0.144632757404737E+01,  -0.144632757404737E+01,   0.127711537089776E+01,   0.127711537089776E+01,   0.162370561215219E+01,   0.162370561215220E+01,   0.225754678136568E+01,   0.225754678136568E+01
