           1           1 ( 1.26932112150668405E-038,  0.0000000000000000     )
           1           2 ( 5.72549645924399672E-025,-1.76727431117756987E-025)
           2           1 ( 5.72549645924399672E-025, 1.76727431117756987E-025)
           2           2 (-1.26932112150668405E-038,  0.0000000000000000     )
           3           3 ( 2.03655597869003292E-026,  0.0000000000000000     )
           3           4 (-7.70718745629767736E-025, 2.16550995681524493E-025)
           4           3 (-7.70718745629767736E-025,-2.16550995681524493E-025)
           4           4 (-2.03655597869003292E-026,  0.0000000000000000     )
           5           5 ( 4.20847723586245207E-023,  0.0000000000000000     )
           5           6 ( 2.72632961486482421E-022,-8.42052297479004160E-023)
           6           5 ( 2.72632961486482421E-022, 8.42052297479004160E-023)
           6           6 (-4.20847723586245207E-023,  0.0000000000000000     )
           7           7 (-8.10583826189465300E-023,  0.0000000000000000     )
           7           8 (-2.84505429584555618E-022, 7.02029260498079444E-023)
           8           7 (-2.84505429584555618E-022,-7.02029260498079444E-023)
           8           8 ( 8.10583826189465300E-023,  0.0000000000000000     )
           9           9 ( 6.68242692263418853E-039,  0.0000000000000000     )
           9          10 (-5.03982286909713077E-038,-6.16694774963031909E-038)
          10           9 (-5.03982286909713077E-038, 6.16694774963031909E-038)
          10          10 (-6.68242692263418853E-039,  0.0000000000000000     )
          11          11 ( 1.54946873039175342E-024,  0.0000000000000000     )
          11          12 ( 2.15682490661875757E-023,-6.70691362247517485E-024)
          12          11 ( 2.15682490661875757E-023, 6.70691362247517485E-024)
          12          12 (-1.54946873039175342E-024,  0.0000000000000000     )
          13          13 ( 2.87385836071762601E-039,  0.0000000000000000     )
          13          14 ( 9.75086646614568769E-039,-3.62444146173570562E-039)
          14          13 ( 9.75086646614568769E-039, 3.62444146173570562E-039)
          14          14 (-2.87385836071762601E-039,  0.0000000000000000     )
          15          15 ( 4.75993467002471463E-026,  0.0000000000000000     )
          15          16 (-6.33473368690617836E-024,-2.53331745739626760E-024)
          16          15 (-6.33473368690617836E-024, 2.53331745739626760E-024)
          16          16 (-4.75993467002471463E-026,  0.0000000000000000     )
