           1           1 ( 2.21740814055756177E-024,  0.0000000000000000     )
           1           2 ( 1.32216973362925014E-025,-5.36414870015041167E-025)
           2           1 ( 1.32216973362925014E-025, 5.36414870015041167E-025)
           2           2 (-2.21740814055756177E-024,  0.0000000000000000     )
           3           3 (-2.29869337449777476E-024,  0.0000000000000000     )
           3           4 (-3.94778554934658140E-025,-5.50087121867436351E-025)
           4           3 (-3.94778554934658140E-025, 5.50087121867436351E-025)
           4           4 ( 2.29869337449777476E-024,  0.0000000000000000     )
           5           5 ( 1.19350617703604366E-023,  0.0000000000000000     )
           5           6 (-3.89261811055557448E-023,-5.39559748680941034E-023)
           6           5 (-3.89261811055557448E-023, 5.39559748680941034E-023)
           6           6 (-1.19350617703604366E-023,  0.0000000000000000     )
           7           7 (-6.29700265095617930E-023,  0.0000000000000000     )
           7           8 (-1.58898696172889573E-023,-4.32195466088661061E-023)
           8           7 (-1.58898696172889573E-023, 4.32195466088661061E-023)
           8           8 ( 6.29700265095617930E-023,  0.0000000000000000     )
           9           9 ( 3.50252415223361151E-022,  0.0000000000000000     )
           9          10 ( 1.45795528226351883E-022, 7.18035440995476258E-022)
          10           9 ( 1.45795528226351883E-022,-7.18035440995476258E-022)
          10          10 (-3.50252415223361151E-022,  0.0000000000000000     )
          11          11 (-4.84192934984511370E-022,  0.0000000000000000     )
          11          12 (-6.31748794894379439E-022, 7.71426587229693307E-023)
          12          11 (-6.31748794894379439E-022,-7.71426587229693307E-023)
          12          12 ( 4.84192934984511370E-022,  0.0000000000000000     )
          13          13 ( 3.95660008808398433E-023,  0.0000000000000000     )
          13          14 (-6.85232569547438054E-024, 9.35454607542642457E-024)
          14          13 (-6.85232569547438054E-024,-9.35454607542642457E-024)
          14          14 (-3.95660008808398433E-023,  0.0000000000000000     )
          15          15 ( 3.12111632176295357E-023,  0.0000000000000000     )
          15          16 ( 2.11279397677849809E-024, 1.65060157678278727E-023)
          16          15 ( 2.11279397677849809E-024,-1.65060157678278727E-023)
          16          16 (-3.12111632176295357E-023,  0.0000000000000000     )
