           1           1 (-5.94636795688715462E-025,  0.0000000000000000     )
           1           2 (-3.86027122268372611E-025, 1.98893520928703413E-026)
           2           1 (-3.86027122268372611E-025,-1.98893520928703413E-026)
           2           2 ( 5.94636795688715462E-025,  0.0000000000000000     )
           3           3 ( 6.86239193930832596E-025,  0.0000000000000000     )
           3           4 ( 4.39176038018966194E-025,-4.16775782428096441E-026)
           4           3 ( 4.39176038018966194E-025, 4.16775782428096441E-026)
           4           4 (-6.86239193930832596E-025,  0.0000000000000000     )
           5           5 ( 1.13678246969271440E-023,  0.0000000000000000     )
           5           6 (-7.68977322211365212E-024,-6.86362250200151435E-024)
           6           5 (-7.68977322211365212E-024, 6.86362250200151435E-024)
           6           6 (-1.13678246969271440E-023,  0.0000000000000000     )
           7           7 (-2.34710476737612034E-023,  0.0000000000000000     )
           7           8 (-4.24786969214019207E-024,-2.24483114171991844E-023)
           8           7 (-4.24786969214019207E-024, 2.24483114171991844E-023)
           8           8 ( 2.34710476737612034E-023,  0.0000000000000000     )
           9           9 (-7.70154583863772985E-022,  0.0000000000000000     )
           9          10 ( 2.88105296805673378E-021, 3.95962579163435906E-021)
          10           9 ( 2.88105296805673378E-021,-3.95962579163435906E-021)
          10          10 ( 7.70154583863772985E-022,  0.0000000000000000     )
          11          11 (-4.87964531424733117E-021,  0.0000000000000000     )
          11          12 (-8.44748124198941254E-022,-7.90470900185936123E-023)
          12          11 (-8.44748124198941254E-022, 7.90470900185936123E-023)
          12          12 ( 4.87964531424733117E-021,  0.0000000000000000     )
          13          13 ( 8.79306457207362495E-023,  0.0000000000000000     )
          13          14 (-3.33074790972915516E-023, 3.82812403667985996E-023)
          14          13 (-3.33074790972915516E-023,-3.82812403667985996E-023)
          14          14 (-8.79306457207362495E-023,  0.0000000000000000     )
          15          15 ( 1.00165584817833023E-022,  0.0000000000000000     )
          15          16 ( 1.46066303033521471E-023, 6.27214266676821264E-023)
          16          15 ( 1.46066303033521471E-023,-6.27214266676821264E-023)
          16          16 (-1.00165584817833023E-022,  0.0000000000000000     )
