           1           1 ( 2.21740814055745377E-024,  0.0000000000000000     )
           1           2 ( 4.58341429722569536E-025, 3.08456438769257913E-025)
           2           1 ( 4.58341429722569536E-025,-3.08456438769257913E-025)
           2           2 (-2.21740814055745377E-024,  0.0000000000000000     )
           3           3 (-2.29869337448571088E-024,  0.0000000000000000     )
           3           4 (-2.79000144417526835E-025, 6.16931818350436804E-025)
           4           3 (-2.79000144417526835E-025,-6.16931818350436804E-025)
           4           4 ( 2.29869337448571088E-024,  0.0000000000000000     )
           5           5 (-1.59195801087600330E-023,  0.0000000000000000     )
           5           6 ( 1.82721530790666755E-023,-6.31002051494870176E-023)
           6           5 ( 1.82721530790666755E-023, 6.31002051494870176E-023)
           6           6 ( 1.59195801087600330E-023,  0.0000000000000000     )
           7           7 (-7.13091504670394250E-023,  0.0000000000000000     )
           7           8 (-1.87851075735637470E-023,-2.54512513890531420E-023)
           8           7 (-1.87851075735637470E-023, 2.54512513890531420E-023)
           8           8 ( 7.13091504670394250E-023,  0.0000000000000000     )
           9           9 ( 5.36551135278643825E-022,  0.0000000000000000     )
           9          10 ( 2.28582786684899798E-022,-5.65128988646270038E-022)
          10           9 ( 2.28582786684899798E-022, 5.65128988646270038E-022)
          10          10 (-5.36551135278643825E-022,  0.0000000000000000     )
          11          11 ( 4.18125606865840348E-022,  0.0000000000000000     )
          11          12 (-2.74158311422786833E-022, 6.24106180946127513E-022)
          12          11 (-2.74158311422786833E-022,-6.24106180946127513E-022)
          12          12 (-4.18125606865840348E-022,  0.0000000000000000     )
          13          13 ( 4.01720836573193246E-023,  0.0000000000000000     )
          13          14 ( 7.91197129671183670E-024,-4.85126068626627919E-024)
          14          13 ( 7.91197129671183670E-024, 4.85126068626627919E-024)
          14          14 (-4.01720836573193246E-023,  0.0000000000000000     )
          15          15 (-3.37010613589780504E-023,  0.0000000000000000     )
          15          16 (-8.26739025026432997E-024, 6.85112297659639328E-024)
          16          15 (-8.26739025026432997E-024,-6.85112297659639328E-024)
          16          16 ( 3.37010613589780504E-023,  0.0000000000000000     )
