           1           1 ( 6.86622852477636485E-025,  0.0000000000000000     )
           1           2 ( 1.28364086214149375E-025,-1.27235289849810534E-026)
           2           1 ( 1.28364086214149375E-025, 1.27235289849810534E-026)
           2           2 (-6.86622852477636485E-025,  0.0000000000000000     )
           3           3 ( 7.92405865368609209E-025,  0.0000000000000000     )
           3           4 (-2.55307978613169140E-025, 2.53278526561762587E-026)
           4           3 (-2.55307978613169140E-025,-2.53278526561762587E-026)
           4           4 (-7.92405865368609209E-025,  0.0000000000000000     )
           5           5 (-1.44210866999262623E-023,  0.0000000000000000     )
           5           6 (-9.23416241050923032E-024, 3.82931614063591522E-024)
           6           5 (-9.23416241050923032E-024,-3.82931614063591522E-024)
           6           6 ( 1.44210866999262623E-023,  0.0000000000000000     )
           7           7 (-3.64058607603599668E-023,  0.0000000000000000     )
           7           8 ( 8.39255306256346848E-024,-4.43700566779514243E-024)
           8           7 ( 8.39255306256346848E-024, 4.43700566779514243E-024)
           8           8 ( 3.64058607603599668E-023,  0.0000000000000000     )
           9           9 (-1.28713577785485609E-022,  0.0000000000000000     )
           9          10 (-5.66591503979405606E-021, 7.60064242753171653E-022)
          10           9 (-5.66591503979405606E-021,-7.60064242753171653E-022)
          10          10 ( 1.28713577785485609E-022,  0.0000000000000000     )
          11          11 (-5.27853448224442903E-021,  0.0000000000000000     )
          11          12 (-4.75521606427407544E-022, 2.13366169608598829E-021)
          12          11 (-4.75521606427407544E-022,-2.13366169608598829E-021)
          12          12 ( 5.27853448224442903E-021,  0.0000000000000000     )
          13          13 ( 9.99831335816203728E-023,  0.0000000000000000     )
          13          14 (-3.21463762927629450E-023,-5.20248223910008372E-023)
          14          13 (-3.21463762927629450E-023, 5.20248223910008372E-023)
          14          14 (-9.99831335816203728E-023,  0.0000000000000000     )
          15          15 ( 1.24830976513203580E-022,  0.0000000000000000     )
          15          16 (-5.73276162254467609E-023, 6.10543661832767241E-024)
          16          15 (-5.73276162254467609E-023,-6.10543661832767241E-024)
          16          16 (-1.24830976513203580E-022,  0.0000000000000000     )
