-6.922784e-01, -4.050025e-01, 2.629162e-01
-6.924577e-01, -4.054380e-01, 2.635844e-01
-6.931603e-01, -4.057882e-01, 2.635572e-01
-6.922784e-01, -4.050025e-01, 2.629162e-01
,,
-6.916421e-01, -4.049424e-01, 2.634259e-01
-6.924577e-01, -4.054380e-01, 2.635844e-01
-6.922784e-01, -4.050025e-01, 2.629162e-01
-6.916421e-01, -4.049424e-01, 2.634259e-01
,,
-6.953181e-01, -4.010738e-01, 2.732632e-01
-6.956064e-01, -4.003092e-01, 2.731171e-01
-6.961373e-01, -4.009397e-01, 2.732595e-01
-6.953181e-01, -4.010738e-01, 2.732632e-01
,,
-6.953181e-01, -4.010738e-01, 2.732632e-01
-6.947825e-01, -4.004489e-01, 2.731550e-01
-6.956064e-01, -4.003092e-01, 2.731171e-01
-6.953181e-01, -4.010738e-01, 2.732632e-01
,,
-6.870319e-01, -3.965767e-01, 2.722459e-01
-6.881434e-01, -3.956475e-01, 2.720685e-01
-6.879242e-01, -3.969733e-01, 2.723548e-01
-6.870319e-01, -3.965767e-01, 2.722459e-01
,,
-6.870319e-01, -3.965767e-01, 2.722459e-01
-6.867423e-01, -3.958579e-01, 2.721416e-01
-6.881434e-01, -3.956475e-01, 2.720685e-01
-6.870319e-01, -3.965767e-01, 2.722459e-01
,,
-7.000491e-01, -4.002157e-01, 2.617909e-01
-7.004897e-01, -4.003552e-01, 2.619454e-01
-7.003521e-01, -4.000455e-01, 2.621325e-01
-7.000491e-01, -4.002157e-01, 2.617909e-01
,,
-7.000491e-01, -4.002157e-01, 2.617909e-01
-7.003521e-01, -4.000455e-01, 2.621325e-01
-6.996963e-01, -3.998734e-01, 2.618584e-01
-7.000491e-01, -4.002157e-01, 2.617909e-01
,,
-7.053279e-01, -4.056185e-01, 2.740881e-01
-7.047005e-01, -4.061119e-01, 2.742387e-01
-7.045800e-01, -4.053040e-01, 2.740501e-01
-7.053279e-01, -4.056185e-01, 2.740881e-01
,,
-7.485536e-01, -4.342313e-01, 2.723552e-01
-7.479219e-01, -4.341482e-01, 2.729116e-01
-7.489590e-01, -4.344834e-01, 2.729778e-01
-7.485536e-01, -4.342313e-01, 2.723552e-01
,,
-6.710971e-01, -3.839787e-01, 2.683909e-01
-6.710121e-01, -3.833602e-01, 2.678109e-01
-6.721364e-01, -3.840492e-01, 2.680649e-01
-6.710971e-01, -3.839787e-01, 2.683909e-01
,,
-7.114949e-01, -4.047221e-01, 2.677230e-01
-7.118468e-01, -4.049303e-01, 2.687658e-01
-7.109028e-01, -4.043549e-01, 2.685977e-01
-7.114949e-01, -4.047221e-01, 2.677230e-01
,,
-6.831903e-01, -4.001861e-01, 2.680471e-01
-6.822862e-01, -3.998194e-01, 2.674846e-01
-6.824942e-01, -3.993859e-01, 2.687383e-01
-6.831903e-01, -4.001861e-01, 2.680471e-01
,,
-6.815318e-01, -3.990148e-01, 2.682503e-01
-6.824942e-01, -3.993859e-01, 2.687383e-01
-6.822862e-01, -3.998194e-01, 2.674846e-01
-6.815318e-01, -3.990148e-01, 2.682503e-01
,,
-6.667955e-01, -3.903799e-01, 2.655847e-01
-6.670298e-01, -3.907983e-01, 2.646435e-01
-6.663889e-01, -3.903198e-01, 2.649123e-01
-6.667955e-01, -3.903799e-01, 2.655847e-01
,,
-6.667955e-01, -3.903799e-01, 2.655847e-01
-6.675969e-01, -3.910314e-01, 2.652232e-01
-6.670298e-01, -3.907983e-01, 2.646435e-01
-6.667955e-01, -3.903799e-01, 2.655847e-01
,,
-6.932234e-01, -3.993216e-01, 2.729234e-01
-6.944813e-01, -3.990463e-01, 2.727783e-01
-6.939736e-01, -3.996620e-01, 2.729949e-01
-6.932234e-01, -3.993216e-01, 2.729234e-01
,,
-6.932234e-01, -3.993216e-01, 2.729234e-01
-6.930746e-01, -3.985787e-01, 2.727297e-01
-6.944813e-01, -3.990463e-01, 2.727783e-01
-6.932234e-01, -3.993216e-01, 2.729234e-01
,,
-6.981791e-01, -4.012350e-01, 2.604705e-01
-6.993615e-01, -4.011791e-01, 2.608826e-01
-6.988082e-01, -4.003301e-01, 2.610675e-01
-6.981791e-01, -4.012350e-01, 2.604705e-01
,,
-6.981791e-01, -4.012350e-01, 2.604705e-01
-6.988082e-01, -4.003301e-01, 2.610675e-01
-6.978584e-01, -4.002990e-01, 2.606904e-01
-6.981791e-01, -4.012350e-01, 2.604705e-01
,,
-7.008397e-01, -4.001911e-01, 2.623316e-01
-7.012772e-01, -4.001943e-01, 2.626588e-01
-7.008211e-01, -3.997451e-01, 2.628170e-01
-7.008397e-01, -4.001911e-01, 2.623316e-01
,,
-7.008397e-01, -4.001911e-01, 2.623316e-01
-7.008211e-01, -3.997451e-01, 2.628170e-01
-7.003521e-01, -4.000455e-01, 2.621325e-01
-7.008397e-01, -4.001911e-01, 2.623316e-01
,,
-7.002287e-01, -3.995438e-01, 2.625657e-01
-7.003521e-01, -4.000455e-01, 2.621325e-01
-7.008211e-01, -3.997451e-01, 2.628170e-01
-7.002287e-01, -3.995438e-01, 2.625657e-01
,,
-6.996154e-01, -3.994884e-01, 2.621608e-01
-7.003521e-01, -4.000455e-01, 2.621325e-01
-7.002287e-01, -3.995438e-01, 2.625657e-01
-6.996154e-01, -3.994884e-01, 2.621608e-01
,,
-6.805543e-01, -3.984443e-01, 2.681046e-01
-6.815318e-01, -3.990148e-01, 2.682503e-01
-6.809792e-01, -3.991176e-01, 2.670858e-01
-6.805543e-01, -3.984443e-01, 2.681046e-01
,,
-6.805543e-01, -3.984443e-01, 2.681046e-01
-6.809792e-01, -3.991176e-01, 2.670858e-01
-6.802505e-01, -3.986005e-01, 2.672584e-01
-6.805543e-01, -3.984443e-01, 2.681046e-01
,,
-6.780320e-01, -3.876472e-01, 2.692826e-01
-6.785877e-01, -3.887014e-01, 2.699630e-01
-6.777787e-01, -3.885742e-01, 2.700562e-01
-6.780320e-01, -3.876472e-01, 2.692826e-01
,,
-6.996974e-01, -3.989118e-01, 2.629049e-01
-7.004788e-01, -3.992783e-01, 2.631327e-01
-6.996373e-01, -3.984135e-01, 2.636432e-01
-6.996974e-01, -3.989118e-01, 2.629049e-01
,,
-6.996974e-01, -3.989118e-01, 2.629049e-01
-6.996373e-01, -3.984135e-01, 2.636432e-01
-6.986144e-01, -3.982242e-01, 2.628467e-01
-6.996974e-01, -3.989118e-01, 2.629049e-01
,,
-6.948123e-01, -3.997054e-01, 2.599441e-01
-6.954259e-01, -3.992800e-01, 2.602313e-01
-6.941535e-01, -3.987198e-01, 2.600161e-01
-6.948123e-01, -3.997054e-01, 2.599441e-01
,,
-6.956843e-01, -4.000242e-01, 2.600927e-01
-6.954259e-01, -3.992800e-01, 2.602313e-01
-6.948123e-01, -3.997054e-01, 2.599441e-01
-6.956843e-01, -4.000242e-01, 2.600927e-01
,,
-6.978584e-01, -4.002990e-01, 2.606904e-01
-6.983552e-01, -3.997323e-01, 2.612090e-01
-6.976600e-01, -3.994730e-01, 2.610300e-01
-6.978584e-01, -4.002990e-01, 2.606904e-01
,,
-6.988082e-01, -4.003301e-01, 2.610675e-01
-6.983552e-01, -3.997323e-01, 2.612090e-01
-6.978584e-01, -4.002990e-01, 2.606904e-01
-6.988082e-01, -4.003301e-01, 2.610675e-01
,,
-6.996363e-01, -4.002436e-01, 2.615334e-01
-7.000491e-01, -4.002157e-01, 2.617909e-01
-6.996963e-01, -3.998734e-01, 2.618584e-01
-6.996363e-01, -4.002436e-01, 2.615334e-01
,,
-6.996363e-01, -4.002436e-01, 2.615334e-01
-6.996963e-01, -3.998734e-01, 2.618584e-01
-6.990462e-01, -3.998076e-01, 2.615244e-01
-6.996363e-01, -4.002436e-01, 2.615334e-01
,,
-6.936878e-01, -3.981463e-01, 2.724890e-01
-6.930746e-01, -3.985787e-01, 2.727297e-01
-6.929611e-01, -3.978438e-01, 2.724540e-01
-6.936878e-01, -3.981463e-01, 2.724890e-01
,,
-6.936878e-01, -3.981463e-01, 2.724890e-01
