damping, xx, xy, xz, yx, yy, yz, zx, zy, zz
1.000000e-05, 2.108363e+06, -2.573533e+02, 2.751274e+03, -2.573533e+02, 2.111204e+06, -2.778748e+02, 2.751274e+03, -2.778748e+02, 2.558665e+05
5.000000e-05, 4.223630e+05, 6.456464e+02, 9.206992e+01, 6.456464e+02, 4.221208e+05, 2.559698e+02, 9.206992e+01, 2.559698e+02, 5.112170e+04
1.000000e-04, 2.117534e+05, -2.484023e+01, 1.074423e+02, -2.484023e+01, 2.104510e+05, 1.079455e+02, 1.074423e+02, 1.079455e+02, 2.556069e+04
2.000000e-04, 1.055152e+05, 4.827253e+01, -6.855912e+00, 4.827253e+01, 1.055245e+05, -4.599847e+00, -6.855912e+00, -4.599847e+00, 1.278954e+04
3.000000e-04, 7.043338e+04, -9.416813e+01, -2.147349e+00, -9.416813e+01, 7.039691e+04, 1.870432e+01, -2.147349e+00, 1.870432e+01, 8.518120e+03
4.000000e-04, 5.272791e+04, -1.387628e+01, 1.004640e+01, -1.387628e+01, 5.280312e+04, -1.996772e+01, 1.004640e+01, -1.996772e+01, 6.398857e+03
5.000000e-04, 4.224618e+04, 5.395310e+01, -1.172452e+01, 5.395310e+01, 4.220217e+04, -8.513413e+00, -1.172452e+01, -8.513413e+00, 5.120542e+03
